"","p_val","avg_logFC","pct.1","pct.2","p_val_adj","cluster","gene","pct.diff"
"CITED2",5.19263992222678e-286,1.08970276747709,0.602,0.206,1.0272080294149e-281,"4","CITED2",0.396
"OS9",3.73031710988446e-276,0.51109189373983,0.557,0.162,7.37931330677345e-272,"4","OS9",0.395
"ATF4",1.75090954915687e-271,0.652447652401735,0.803,0.362,3.46364927014212e-267,"4","ATF4",0.441
"DERL1",4.18105655901101e-267,0.55240519032874,0.551,0.163,8.27096608503559e-263,"4","DERL1",0.388
"PSAP1",1.61983405773047e-265,0.544260958052847,0.832,0.382,3.20435573300242e-261,"4","PSAP",0.45
"RNU12",2.37401310968905e-248,0.623757459848313,0.279,0.052,4.69627273358688e-244,"4","RNU12",0.227
"ANKRD37",6.37757568542152e-242,0.710799500543961,0.371,0.09,1.26161202209009e-237,"4","ANKRD37",0.281
"HIST2H2AA3",1.38071824511288e-237,0.519141264305155,0.289,0.056,2.73133683248231e-233,"4","HIST2H2AA3",0.233
"GLRX",8.1144685852814e-234,0.588445316182813,0.457,0.132,1.60520417554037e-229,"4","GLRX",0.325
"MIR155HG",5.39143867336018e-229,0.567593399535445,0.325,0.074,1.06653439836411e-224,"4","MIR155HG",0.251
"TMED2",9.73280798139804e-219,0.585002749749688,0.719,0.312,1.92534407488016e-214,"4","TMED2",0.407
"BTG2",1.39753440800894e-216,0.837793856671878,0.66,0.276,2.76460256592329e-212,"4","BTG2",0.384
"COPE",4.79351589970836e-213,0.609002414015965,0.789,0.386,9.48253315280308e-209,"4","COPE",0.403
"DPP7",1.13405363232561e-209,0.503117481461725,0.677,0.27,2.24338489546652e-205,"4","DPP7",0.407
"TMBIM6",1.19759643829174e-196,0.673007750854997,0.876,0.593,2.36908527422872e-192,"4","TMBIM6",0.283
"ISG20",7.78117529354347e-195,0.633867677462234,0.859,0.524,1.53927209656877e-190,"4","ISG20",0.335
"NEAT11",2.77997259312421e-186,0.725195602372496,0.856,0.59,5.49934178371832e-182,"4","NEAT1",0.266
"SQSTM1",5.29953355580864e-186,0.963973830940247,0.767,0.447,1.04835372801007e-181,"4","SQSTM1",0.32
"SERP1",1.65778072351169e-176,0.591716843885776,0.864,0.594,3.27942182725082e-172,"4","SERP1",0.27
"HSPA5",4.3884403294545e-161,0.865309595199392,0.785,0.448,8.68121265972689e-157,"4","HSPA5",0.337
"THAP2",1.14705925511403e-121,0.610039984290053,0.272,0.086,2.26911261846657e-117,"4","THAP2",0.186
"RP1-313I6.121",1.38992159137416e-109,0.513154102310739,0.374,0.147,2.74954289205637e-105,"4","RP1-313I6.12",0.227
"HSPA1B",5.19290427876857e-107,0.917460104789431,0.262,0.086,1.027260324426e-102,"4","HSPA1B",0.176
"DDIT4",8.06313828161868e-99,0.506689141942195,0.428,0.189,1.59505001486981e-94,"4","DDIT4",0.239
"RGS1",8.4199298788247e-99,0.698259577990613,0.776,0.521,1.6656305286291e-94,"4","RGS1",0.255
"JUN",1.28424796458308e-95,0.815009933682536,0.832,0.639,2.54049932353825e-91,"4","JUN",0.193
"HSPB1",1.0896931734029e-66,0.588460587878227,0.399,0.193,2.15563103562561e-62,"4","HSPB1",0.206
"TM4SF1",0,3.44404913206339,0.784,0.057,0,"5","TM4SF1",0.727
"PLVAP",0,2.886169306354,0.729,0.005,0,"5","PLVAP",0.724
"DARC",0,2.82681434309163,0.446,0.003,0,"5","DARC",0.443
"IGFBP7",0,2.80261428967373,0.929,0.079,0,"5","IGFBP7",0.85
"HES1",0,2.7914820482083,0.616,0.041,0,"5","HES1",0.575
"SOCS3",0,2.70600474972986,0.79,0.191,0,"5","SOCS3",0.599
"IFI27",0,2.69020209668239,0.908,0.09,0,"5","IFI27",0.818
"SPARCL1",0,2.66862609916909,0.782,0.023,0,"5","SPARCL1",0.759
"RAMP2",0,2.643744393798,0.793,0.008,0,"5","RAMP2",0.785
"GNG11",0,2.5244075176217,0.799,0.021,0,"5","GNG11",0.778
"IFITM31",0,2.47396943527139,0.939,0.154,0,"5","IFITM3",0.785
"AQP1",0,2.45359770569714,0.673,0.003,0,"5","AQP1",0.67
"EMP1",0,2.35395221954681,0.612,0.065,0,"5","EMP1",0.547
"A2M",0,2.26640765091427,0.71,0.035,0,"5","A2M",0.675
"HSPG2",0,2.26107106413927,0.684,0.015,0,"5","HSPG2",0.669
"CRIP2",0,2.2343851562236,0.761,0.039,0,"5","CRIP2",0.722
"SLC9A3R2",0,2.19842168610688,0.464,0.011,0,"5","SLC9A3R2",0.453
"IGFBP4",0,2.12811855020227,0.692,0.048,0,"5","IGFBP4",0.644
"CLDN5",0,2.04074596769842,0.484,0.001,0,"5","CLDN5",0.483
"EGFL7",0,1.97264760286608,0.564,0.007,0,"5","EGFL7",0.557
"RNASE1",0,1.9659573216113,0.676,0.025,0,"5","RNASE1",0.651
"ENG",0,1.96003221855698,0.64,0.03,0,"5","ENG",0.61
"RAMP3",0,1.95393752108403,0.572,0.002,0,"5","RAMP3",0.57
"TSC22D1",0,1.93426277856801,0.551,0.065,0,"5","TSC22D1",0.486
"VWF",0,1.93234696178904,0.535,0.005,0,"5","VWF",0.53
"ID1",0,1.92923804225266,0.532,0.069,0,"5","ID1",0.463
"FABP4",0,1.92193393076714,0.347,0.005,0,"5","FABP4",0.342
"SPARC",0,1.87872107900318,0.609,0.031,0,"5","SPARC",0.578
"THBD",0,1.85759386622773,0.499,0.029,0,"5","THBD",0.47
"NPDC1",0,1.8482705227535,0.641,0.032,0,"5","NPDC1",0.609
"ADIRF",0,1.84051691483117,0.576,0.047,0,"5","ADIRF",0.529
"MTRNR2L2",0,1.83911928075618,0.622,0.131,0,"5","MTRNR2L2",0.491
"GSN1",0,1.83638794818149,0.676,0.097,0,"5","GSN",0.579
"CAV1",0,1.78285570142592,0.535,0.024,0,"5","CAV1",0.511
"MGP",0,1.77954949729142,0.639,0.043,0,"5","MGP",0.596
"AC011526.1",0,1.75786425918463,0.57,0.002,0,"5","AC011526.1",0.568
"TIMP3",0,1.70727998111856,0.459,0.017,0,"5","TIMP3",0.442
"BCAM",0,1.70380082943726,0.563,0.006,0,"5","BCAM",0.557
"KLF41",0,1.62445592937607,0.56,0.103,0,"5","KLF4",0.457
"EPAS1",0,1.60103883199285,0.55,0.051,0,"5","EPAS1",0.499
"SELE",0,1.58846228562424,0.255,0.002,0,"5","SELE",0.253
"COL15A1",0,1.56897642133741,0.428,0.009,0,"5","COL15A1",0.419
"ECSCR",0,1.56778757871329,0.517,0.002,0,"5","ECSCR",0.515
"PTRF",0,1.53983307403636,0.53,0.019,0,"5","PTRF",0.511
"STOM",0,1.49467447490336,0.575,0.104,0,"5","STOM",0.471
"ESAM",0,1.47980700826277,0.484,0.006,0,"5","ESAM",0.478
"SPTBN1",0,1.47597073088093,0.535,0.052,0,"5","SPTBN1",0.483
"COL4A1",0,1.46929843842703,0.397,0.011,0,"5","COL4A1",0.386
"APP",0,1.45971382826528,0.56,0.071,0,"5","APP",0.489
"C8orf4",0,1.45387870781837,0.359,0.016,0,"5","C8orf4",0.343
"RBP7",0,1.43784577707968,0.298,0.005,0,"5","RBP7",0.293
"NNMT",0,1.4261100555618,0.434,0.019,0,"5","NNMT",0.415
"RND1",0,1.41293384151119,0.354,0.018,0,"5","RND1",0.336
"EMCN",0,1.41004709434634,0.441,0.001,0,"5","EMCN",0.44
"ARHGAP29",0,1.40223583057709,0.367,0.004,0,"5","ARHGAP29",0.363
"PRKCDBP",0,1.37363426531098,0.393,0.022,0,"5","PRKCDBP",0.371
"ELTD1",0,1.37354672475765,0.443,0.001,0,"5","ELTD1",0.442
"S100A13",0,1.36644497188519,0.465,0.041,0,"5","S100A13",0.424
"ADAM15",0,1.35933141139107,0.449,0.02,0,"5","ADAM15",0.429
"JAM2",0,1.33008825130486,0.416,0.006,0,"5","JAM2",0.41
"TSPAN7",0,1.32559806604793,0.359,0.003,0,"5","TSPAN7",0.356
"CLEC14A",0,1.3233232633489,0.388,0.001,0,"5","CLEC14A",0.387
"TGFBR2",0,1.31156959931427,0.468,0.065,0,"5","TGFBR2",0.403
"SOX17",0,1.30432983298247,0.301,0.001,0,"5","SOX17",0.3
"HYAL2",0,1.29702247316898,0.363,0.012,0,"5","HYAL2",0.351
"PODXL",0,1.29457731807882,0.321,0.003,0,"5","PODXL",0.318
"CD931",0,1.28377205185853,0.413,0.031,0,"5","CD93",0.382
"SLCO2A1",0,1.28325516609367,0.376,0.001,0,"5","SLCO2A1",0.375
"CD34",0,1.26015035125747,0.379,0.001,0,"5","CD34",0.378
"DLC1",0,1.25614514498095,0.359,0.007,0,"5","DLC1",0.352
"EMP2",0,1.25585465424989,0.41,0.02,0,"5","EMP2",0.39
"ADAMTS9",0,1.24823287868024,0.302,0.003,0,"5","ADAMTS9",0.299
"CDH5",0,1.24808667509197,0.376,0.001,0,"5","CDH5",0.375
"VWA1",0,1.24405723268123,0.342,0.004,0,"5","VWA1",0.338
"NOTCH4",0,1.23088482351714,0.299,0.008,0,"5","NOTCH4",0.291
"TMEM88",0,1.21314527192698,0.321,0.016,0,"5","TMEM88",0.305
"EFNA1",0,1.20632968318963,0.339,0.013,0,"5","EFNA1",0.326
"FAM167B",0,1.19934188601547,0.338,0.003,0,"5","FAM167B",0.335
"COL4A2",0,1.19563344869045,0.364,0.012,0,"5","COL4A2",0.352
"CNN3",0,1.19063754394259,0.422,0.029,0,"5","CNN3",0.393
"GJA1",0,1.16636681059417,0.276,0.002,0,"5","GJA1",0.274
"CCL14",0,1.15903392172696,0.264,0,0,"5","CCL14",0.264
"PCDH17",0,1.15311152322564,0.335,0.001,0,"5","PCDH17",0.334
"MGST2",0,1.15178594572247,0.433,0.046,0,"5","MGST2",0.387
"MMRN2",0,1.14765659463495,0.353,0.001,0,"5","MMRN2",0.352
"CALD1",0,1.13648412503411,0.455,0.024,0,"5","CALD1",0.431
"SNCG",0,1.13127643303568,0.31,0.004,0,"5","SNCG",0.306
"PVRL2",0,1.12549200011149,0.401,0.044,0,"5","PVRL2",0.357
"SERPINH1",0,1.12094023297169,0.359,0.017,0,"5","SERPINH1",0.342
"PPAP2B",0,1.09303931660635,0.304,0.01,0,"5","PPAP2B",0.294
"CALCRL",0,1.09038638516089,0.317,0.005,0,"5","CALCRL",0.312
"TIE1",0,1.08274555577144,0.329,0.002,0,"5","TIE1",0.327
"PRSS23",0,1.07583803858953,0.319,0.012,0,"5","PRSS23",0.307
"TINAGL1",0,1.07457313218133,0.353,0.018,0,"5","TINAGL1",0.335
"C1orf54",0,1.07117710742204,0.338,0.029,0,"5","C1orf54",0.309
"LDB2",0,1.06902777719044,0.317,0.003,0,"5","LDB2",0.314
"SOCS2",0,1.04593668345934,0.326,0.021,0,"5","SOCS2",0.305
"S100A16",0,1.03790661120934,0.384,0.03,0,"5","S100A16",0.354
"NFIB",0,1.02831058834278,0.342,0.011,0,"5","NFIB",0.331
"PTPRB",0,1.02671961965627,0.311,0.002,0,"5","PTPRB",0.309
"WWTR1",0,1.0239893805847,0.313,0.006,0,"5","WWTR1",0.307
"HEG1",0,1.02028112415447,0.335,0.021,0,"5","HEG1",0.314
"APLNR",0,1.00998067136971,0.252,0.001,0,"5","APLNR",0.251
"ADCY4",0,0.987165591086563,0.268,0.002,0,"5","ADCY4",0.266
"CYR61",0,0.982335228854504,0.279,0.016,0,"5","CYR61",0.263
"EFNB2",0,0.981504951577911,0.256,0.007,0,"5","EFNB2",0.249
"IGFBP2",0,0.966590967529626,0.301,0.014,0,"5","IGFBP2",0.287
"COX7A1",0,0.956682302558974,0.29,0.013,0,"5","COX7A1",0.277
"LMCD1",0,0.955956558097435,0.286,0.011,0,"5","LMCD1",0.275
"SDPR",0,0.944127040264964,0.264,0.004,0,"5","SDPR",0.26
"SYNPO",0,0.942978924771124,0.27,0.007,0,"5","SYNPO",0.263
"TNFRSF10D",0,0.914117443114872,0.261,0.01,0,"5","TNFRSF10D",0.251
"CYYR1",0,0.908189774243837,0.274,0.001,0,"5","CYYR1",0.273
"CXorf36",0,0.902985089567147,0.276,0.001,0,"5","CXorf36",0.275
"MALL",0,0.899370998251034,0.276,0.003,0,"5","MALL",0.273
"PPIC",0,0.744854476482467,0.262,0.014,0,"5","PPIC",0.248
"ETS21",6.53576394913188e-305,1.40296881850754,0.483,0.077,1.29290482441727e-300,"5","ETS2",0.406
"TCF4",6.16606606298282e-303,1.40308493615736,0.519,0.091,1.21977118857926e-298,"5","TCF4",0.428
"ITGA6",4.8652272922845e-299,0.895087248318862,0.298,0.027,9.62439262959721e-295,"5","ITGA6",0.271
"PPAP2A",2.91334565145936e-298,1.20880694949317,0.329,0.034,5.7631803677169e-294,"5","PPAP2A",0.295
"PLXND1",6.31224169629553e-297,0.88194945118776,0.265,0.021,1.24868765236118e-292,"5","PLXND1",0.244
"CLU",2.4054961099244e-296,1.66528220903563,0.394,0.05,4.75855240465245e-292,"5","CLU",0.344
"WBP5",2.34832155819906e-292,0.988946983772684,0.364,0.042,4.64544970642938e-288,"5","WBP5",0.322
"TSPAN4",2.3334012784143e-290,0.87778830194289,0.31,0.03,4.61593440895917e-286,"5","TSPAN4",0.28
"SPRY1",1.58688109565229e-287,1.5198318142192,0.422,0.061,3.13916818341935e-283,"5","SPRY1",0.361
"ICAM11",9.01703811221027e-285,1.75597820634843,0.541,0.109,1.78375047935744e-280,"5","ICAM1",0.432
"BMPR2",2.51312707131857e-272,0.729142064755152,0.264,0.022,4.9714679724824e-268,"5","BMPR2",0.242
"CD320",4.65256630343343e-269,1.4486555377746,0.427,0.068,9.203706661452e-265,"5","CD320",0.359
"CCL2",9.52755478591849e-269,1.5459031999665,0.376,0.049,1.8847408877504e-264,"5","CCL2",0.327
"PDLIM1",4.7824756221968e-263,1.38931767548193,0.545,0.118,9.4606932758297e-259,"5","PDLIM1",0.427
"ACTN1",1.82139122028231e-260,1.00730723483061,0.35,0.045,3.60307611196247e-256,"5","ACTN1",0.305
"MTRNR2L8",9.79591440859759e-260,1.45112838207279,0.57,0.13,1.93782778830878e-255,"5","MTRNR2L8",0.44
"UGCG",1.43043552965567e-258,1.14689653048367,0.361,0.049,2.82968756476485e-254,"5","UGCG",0.312
"YPEL2",4.25390903180857e-258,0.963962897089759,0.283,0.028,8.41508284672371e-254,"5","YPEL2",0.255
"ABL2",3.40092264914351e-253,1.26440419671587,0.379,0.055,6.7277051845357e-249,"5","ABL2",0.324
"IL3RA",6.06419668670227e-253,0.814779287703806,0.29,0.03,1.19961938856344e-248,"5","IL3RA",0.26
"COL18A1",2.38788609400059e-242,0.819234430022063,0.273,0.028,4.72371627115197e-238,"5","COL18A1",0.245
"XIST",8.57557765756173e-241,1.48795270963515,0.524,0.116,1.69642077221886e-236,"5","XIST",0.408
"RDX",7.74451935610607e-240,1.2735469138591,0.407,0.068,1.5320208190249e-235,"5","RDX",0.339
"EGR1",1.99760477166127e-239,1.53015595668788,0.495,0.1,3.95166175930032e-235,"5","EGR1",0.395
"TNFSF10",1.52256204072148e-231,1.15338051844972,0.373,0.058,3.01193222895523e-227,"5","TNFSF10",0.315
"PLK2",2.72491077136825e-231,0.927430563106668,0.258,0.026,5.39041848792067e-227,"5","PLK2",0.232
"SERPING1",6.61373978319675e-227,0.708881189502247,0.296,0.034,1.30833000391198e-222,"5","SERPING1",0.262
"TSHZ2",2.37352566678417e-222,1.04583447684424,0.329,0.046,4.69530847403244e-218,"5","TSHZ2",0.283
"ID31",3.00763915801732e-222,1.56657914762786,0.579,0.151,5.94971178238987e-218,"5","ID3",0.428
"HSPB11",4.1302373546474e-222,1.24157335658644,0.653,0.196,8.17043553496349e-218,"5","HSPB1",0.457
"CD81",1.11961148468269e-221,1.10719402961081,0.474,0.098,2.21481543899929e-217,"5","CD81",0.376
"MAST4",5.52348050063388e-207,1.07847378744623,0.333,0.05,1.0926549126354e-202,"5","MAST4",0.283
"CD151",1.30792774743185e-206,1.08540404086549,0.434,0.089,2.58734266996969e-202,"5","CD151",0.345
"HSPA1B1",1.92099311647355e-202,1.10940227861457,0.443,0.09,3.80010858300798e-198,"5","HSPA1B",0.353
"CD59",8.26021821419908e-200,1.4387479826573,0.686,0.27,1.63403636713286e-195,"5","CD59",0.416
"NCOA7",1.31622166745535e-198,1.13873427727767,0.345,0.057,2.60374970256017e-194,"5","NCOA7",0.288
"SOX4",1.85679401715402e-196,1.1127641595195,0.338,0.054,3.67310992473407e-192,"5","SOX4",0.284
"RHOC",5.27495151962869e-194,1.20683190007775,0.559,0.157,1.04349090961295e-189,"5","RHOC",0.402
"IFI44L",6.33275860296964e-194,0.964542391689992,0.287,0.039,1.25274630683946e-189,"5","IFI44L",0.248
"RAB131",2.09175191376452e-191,0.971377567852993,0.378,0.07,4.13790363580896e-187,"5","RAB13",0.308
"YBX3",1.22017928910681e-190,1.24430348268942,0.584,0.174,2.41375866971108e-186,"5","YBX3",0.41
"HSPA1A",3.04860001017164e-187,1.17446059493318,0.52,0.134,6.03074054012154e-183,"5","HSPA1A",0.386
"NDRG1",2.17307915176935e-185,1.22281374661432,0.47,0.118,4.29878517803012e-181,"5","NDRG1",0.352
"BAG3",2.18473962652932e-180,0.79251796866458,0.284,0.042,4.3218519292003e-176,"5","BAG3",0.242
"TMSB101",7.82964241578982e-179,0.787090774549845,0.988,0.961,1.54885986269154e-174,"5","TMSB10",0.027
"CST31",2.23082845041027e-177,0.566097634812889,0.677,0.202,4.4130248406016e-173,"5","CST3",0.475
"ELK3",7.00581230604285e-176,0.885715583860539,0.314,0.053,1.3858897903814e-171,"5","ELK3",0.261
"PTMS",1.78693429699175e-175,1.04842549473241,0.48,0.121,3.53491342630908e-171,"5","PTMS",0.359
"CD91",1.08705179131388e-168,1.17869695284323,0.467,0.117,2.15040585357711e-164,"5","CD9",0.35
"SWAP70",2.84138780997625e-168,0.79569436379968,0.301,0.049,5.62083336569503e-164,"5","SWAP70",0.252
"MTRNR2L12",9.34420016579473e-168,1.21690456501915,0.505,0.144,1.84846967679751e-163,"5","MTRNR2L12",0.361
"MEF2C1",1.11024660341173e-157,1.12550030151006,0.486,0.137,2.19628983086909e-153,"5","MEF2C",0.349
"CCDC85B",2.82195839691499e-156,1.26496401046076,0.621,0.249,5.58239810077724e-152,"5","CCDC85B",0.372
"IFITM21",2.86815904535706e-153,1.07603076136386,0.796,0.441,5.67379222352535e-149,"5","IFITM2",0.355
"NEDD9",3.37362107301501e-151,0.959446358228315,0.344,0.072,6.6736972066383e-147,"5","NEDD9",0.272
"JUNB",1.60380633881623e-145,1.47640639681387,0.887,0.673,3.17264969944626e-141,"5","JUNB",0.214
"GADD45B",6.47002826444509e-141,1.67427790625675,0.662,0.312,1.27990099127253e-136,"5","GADD45B",0.35
"FKBP1A",1.37928402094057e-140,1.21920976412676,0.684,0.361,2.72849965022464e-136,"5","FKBP1A",0.323
"GAS61",1.74553453687769e-136,0.817872841255965,0.305,0.062,3.45301642085144e-132,"5","GAS6",0.243
"CTNNA1",1.09453169947851e-135,0.781255608089149,0.305,0.062,2.16520260790839e-131,"5","CTNNA1",0.243
"DUSP23",3.82316720385833e-132,1.00913660846006,0.326,0.073,7.56298936267255e-128,"5","DUSP23",0.253
"IL6ST",2.25772695702337e-131,0.87223978840089,0.313,0.068,4.46623546638362e-127,"5","IL6ST",0.245
"LUZP1",5.22442863086523e-126,0.87451657876659,0.342,0.082,1.03349647175776e-121,"5","LUZP1",0.26
"NEAT12",2.81502468488981e-123,1.04846523567442,0.844,0.607,5.56868183164902e-119,"5","NEAT1",0.237
"VAMP5",3.09423716225038e-123,1.11043055612726,0.444,0.143,6.12101995436369e-119,"5","VAMP5",0.301
"SEPW1",4.44610270382207e-122,1.00085924872631,0.554,0.219,8.79528036870083e-118,"5","SEPW1",0.335
"WARS1",6.05304457583408e-122,0.946712876032503,0.321,0.075,1.1974132779915e-117,"5","WARS",0.246
"MAFF",3.92593003868028e-115,0.82600595247546,0.363,0.097,7.76627480251733e-111,"5","MAFF",0.266
"ITM2B1",3.0676748198464e-114,0.905367486580866,0.831,0.686,6.06847432862016e-110,"5","ITM2B",0.145
"TNFRSF1A",3.72949205369271e-114,0.756570415281842,0.286,0.063,7.37768118061492e-110,"5","TNFRSF1A",0.223
"CLIC4",6.49467375054752e-112,0.86703560631982,0.332,0.086,1.28477636133331e-107,"5","CLIC4",0.246
"BHLHE40",3.38620890205419e-110,1.20814138211277,0.511,0.202,6.6985984500436e-106,"5","BHLHE40",0.309
"NGFRAP1",3.83467720908883e-110,0.696904808549846,0.274,0.059,7.58575845501952e-106,"5","NGFRAP1",0.215
"KLF10",7.53791103119687e-110,1.00663153162555,0.339,0.091,1.49114956019136e-105,"5","KLF10",0.248
"MYH9",9.62773896110334e-110,0.99195881033182,0.529,0.214,1.90455932128546e-105,"5","MYH9",0.315
"PRCP",2.06386119138934e-109,0.945576678751012,0.347,0.097,4.08273020880639e-105,"5","PRCP",0.25
"DUSP6",9.3031828639478e-108,0.833307052590096,0.293,0.068,1.84035563414615e-103,"5","DUSP6",0.225
"FABP51",3.62341022685391e-106,1.18464381915336,0.538,0.219,7.16783011076241e-102,"5","FABP5",0.319
"MT-ND2",1.41776781946303e-104,0.560014783841719,0.976,0.975,2.80462830046176e-100,"5","MT-ND2",0.001
"ARL2",1.27334582143039e-103,0.762560661728635,0.313,0.079,2.51893270395361e-99,"5","ARL2",0.234
"IFITM11",5.48364014661611e-100,0.933135049538667,0.622,0.295,1.0847736938036e-95,"5","IFITM1",0.327
"CDKN1A1",6.65468424256206e-100,1.31802971052858,0.557,0.269,1.31642963686363e-95,"5","CDKN1A",0.288
"MT-ATP6",1.05179946170748e-98,0.562675267983029,0.973,0.971,2.08066969514974e-94,"5","MT-ATP6",0.002
"MT-CYB",2.94587165170563e-98,0.559260343945447,0.963,0.969,5.82752330140407e-94,"5","MT-CYB",-0.00600000000000001
"FOSB",4.90053941095054e-98,1.15140009097755,0.759,0.529,9.69424706274236e-94,"5","FOSB",0.23
"PTTG1IP",2.99085532685374e-97,0.70044849452207,0.289,0.073,5.91651000758207e-93,"5","PTTG1IP",0.216
"MT-ND4",6.58609263504795e-97,0.510088067923279,0.976,0.975,1.30286084506518e-92,"5","MT-ND4",0.001
"KTN1",7.72998358486284e-97,0.947718195048225,0.556,0.255,1.52914535275757e-92,"5","KTN1",0.301
"S100A61",1.89252627053627e-94,0.516021933718273,0.895,0.689,3.74379546837484e-90,"5","S100A6",0.206
"ZFP36",9.09766478243884e-94,1.35854433541723,0.844,0.727,1.79970004726205e-89,"5","ZFP36",0.117
"FLOT1",1.2055649761583e-93,0.807034605834544,0.344,0.105,2.38484863583634e-89,"5","FLOT1",0.239
"SLC2A3",3.86997097529767e-92,1.15295240884245,0.61,0.34,7.65557658333384e-88,"5","SLC2A3",0.27
"MIDN",6.13439806419101e-92,1.16494967747395,0.43,0.164,1.21350662505827e-87,"5","MIDN",0.266
"FCGRT1",2.11654743743168e-91,0.775318152094068,0.427,0.154,4.18695414072735e-87,"5","FCGRT",0.273
"MT-ND3",1.23300223731051e-90,0.572108409941578,0.969,0.965,2.43912502584764e-86,"5","MT-ND3",0.004
"PNP",2.04972525926048e-90,0.894092545129511,0.397,0.14,4.05476650786907e-86,"5","PNP",0.257
"RAC11",4.12963488132587e-90,0.863204610939966,0.711,0.478,8.16924372223885e-86,"5","RAC1",0.233
"DSTN",9.63074190933465e-90,0.775340881031927,0.533,0.24,1.90515336450458e-85,"5","DSTN",0.293
"FOS",1.13800976441548e-88,1.26690907355868,0.841,0.688,2.2512109159667e-84,"5","FOS",0.153
"TMEM173",4.57316943640523e-85,0.694811192110307,0.308,0.088,9.04664377909683e-81,"5","TMEM173",0.22
"IFI16",1.80143714107322e-84,0.960540026980767,0.439,0.177,3.56360295247105e-80,"5","IFI16",0.262
"LEPROT",3.65653418628557e-83,0.670212417592026,0.264,0.069,7.23335592731012e-79,"5","LEPROT",0.195
"CYB5R3",9.95116639013466e-83,0.840162899822036,0.353,0.119,1.96853973529644e-78,"5","CYB5R3",0.234
"SERTAD1",7.90642269629083e-82,1.01206685750385,0.498,0.234,1.56404853778025e-77,"5","SERTAD1",0.264
"IRF1",2.49156337062959e-78,1.17692927561699,0.524,0.274,4.92881065977946e-74,"5","IRF1",0.25
"GIMAP71",7.60970501581514e-78,0.903304841868225,0.384,0.138,1.50535184622855e-73,"5","GIMAP7",0.246
"PLEC",1.48909324695489e-74,0.690628651167265,0.256,0.071,2.94572426112617e-70,"5","PLEC",0.185
"ZFP36L1",4.03325736743903e-74,0.986189337015835,0.637,0.39,7.97858972426789e-70,"5","ZFP36L1",0.247
"BST2",4.49627681731967e-74,0.984474434173595,0.498,0.243,8.89453480002177e-70,"5","BST2",0.255
"CD631",4.71013688472663e-73,0.512436820428948,0.751,0.458,9.31759278536621e-69,"5","CD63",0.293
"ANXA21",5.3486077368975e-70,0.65821408101016,0.683,0.429,1.05806158251306e-65,"5","ANXA2",0.254
"HLA-E",6.52117517047316e-70,0.603304747987006,0.855,0.842,1.290018872223e-65,"5","HLA-E",0.013
"IER31",5.58540126019079e-68,0.661974619768774,0.403,0.155,1.10490407729094e-63,"5","IER3",0.248
"IER2",1.58106631929409e-67,1.1957889882679,0.636,0.422,3.12766539282758e-63,"5","IER2",0.214
"ACTN4",2.52264221701997e-67,0.759355786930606,0.363,0.141,4.9902908337089e-63,"5","ACTN4",0.222
"MT2A1",5.02936458095752e-67,0.983217703403732,0.523,0.265,9.94908901405017e-63,"5","MT2A",0.258
"CEBPD",1.86977363810458e-63,0.627409732245179,0.259,0.079,3.69878621089848e-59,"5","CEBPD",0.18
"LMNA",7.83608357107585e-61,0.659877310236091,0.747,0.532,1.55013405203022e-56,"5","LMNA",0.215
"MACF1",1.38767620760124e-60,0.57379334594296,0.253,0.078,2.74510107387677e-56,"5","MACF1",0.175
"SH3BP5",2.59891521036029e-58,0.562534355185367,0.256,0.083,5.14117406913472e-54,"5","SH3BP5",0.173
"ITGB1",9.49513922730917e-58,0.700650110076414,0.399,0.18,1.8783284419463e-53,"5","ITGB1",0.219
"LSMD1",1.83818771174253e-57,0.749054507186909,0.388,0.174,3.63630293136907e-53,"5","LSMD1",0.214
"EHD4",2.44667507588143e-57,0.62695225540267,0.265,0.09,4.84001263510865e-53,"5","EHD4",0.175
"ATF3",2.27653445978225e-56,0.718525045500234,0.324,0.127,4.50344046834124e-52,"5","ATF3",0.197
"SYNE2",2.35763737538318e-56,0.71748253354111,0.341,0.137,4.66387825598301e-52,"5","SYNE2",0.204
"DNAJA1",6.45031417757962e-56,0.907628399028562,0.613,0.451,1.2760011506088e-51,"5","DNAJA1",0.162
"ARRDC3",5.23057797206222e-55,0.758432968711929,0.284,0.103,1.03471293443335e-50,"5","ARRDC3",0.181
"MT-ND5",2.70917253737553e-53,0.543172551866835,0.886,0.809,5.35928511343628e-49,"5","MT-ND5",0.077
"APLP21",2.67396615877364e-52,0.63399939808918,0.403,0.185,5.28963985528602e-48,"5","APLP2",0.218
"ICAM21",1.73508742882608e-51,0.788442253569065,0.366,0.167,3.43234995170376e-47,"5","ICAM2",0.199
"TRIB11",8.19004087040464e-50,0.581973825085338,0.32,0.128,1.62015388498345e-45,"5","TRIB1",0.192
"RHOB",1.5805484063842e-49,0.885876317759807,0.364,0.167,3.12664085750923e-45,"5","RHOB",0.197
"RAB11A",1.78262805641173e-49,0.687256931883136,0.421,0.213,3.52639482119368e-45,"5","RAB11A",0.208
"NUCB1",2.728427884143e-49,0.671689288582786,0.359,0.164,5.39737604041168e-45,"5","NUCB1",0.195
"CDC42EP3",7.72350088936517e-49,0.590363253961855,0.295,0.115,1.52786294593422e-44,"5","CDC42EP3",0.18
"GNAI2",3.95776676428478e-48,0.678270722025966,0.36,0.167,7.82925421310815e-44,"5","GNAI2",0.193
