"","p_val","avg_logFC","pct.1","pct.2","p_val_adj","cluster","gene","pct.diff"
"PMP22",0,0.931320426322124,0.373,0.028,0,"3","PMP22",0.345
"C19orf59",0,0.930011124553502,0.287,0.003,0,"3","C19orf59",0.284
"FAM26F",0,0.928358262711983,0.293,0.035,0,"3","FAM26F",0.258
"VCAN",0,0.923271886052908,0.291,0.011,0,"3","VCAN",0.28
"CXCL16",0,0.921397260809169,0.467,0.072,0,"3","CXCL16",0.395
"CTSZ",0,0.91895663111518,0.387,0.073,0,"3","CTSZ",0.314
"IGSF6",0,0.917022513860992,0.302,0.001,0,"3","IGSF6",0.301
"RP11-290F20.3",0,0.901977608331754,0.309,0.002,0,"3","RP11-290F20.3",0.307
"SLC11A1",0,0.892508035934625,0.328,0.006,0,"3","SLC11A1",0.322
"PLSCR1",0,0.887829395885352,0.482,0.084,0,"3","PLSCR1",0.398
"ATP13A3",0,0.884995332168577,0.405,0.043,0,"3","ATP13A3",0.362
"BID",0,0.88227387991891,0.453,0.094,0,"3","BID",0.359
"GRINA",0,0.880527182196464,0.444,0.058,0,"3","GRINA",0.386
"CYBB",0,0.87745307030446,0.324,0.021,0,"3","CYBB",0.303
"PLA2G7",0,0.868041018476262,0.275,0.003,0,"3","PLA2G7",0.272
"LILRB4",0,0.863450617979704,0.332,0.004,0,"3","LILRB4",0.328
"SLC25A37",0,0.853167162531836,0.353,0.061,0,"3","SLC25A37",0.292
"MXD1",0,0.82473979038495,0.371,0.045,0,"3","MXD1",0.326
"VEGFA",0,0.811973950542256,0.349,0.019,0,"3","VEGFA",0.33
"CD300E",0,0.796366058772626,0.276,0.001,0,"3","CD300E",0.275
"NCF2",0,0.79243261649321,0.31,0.005,0,"3","NCF2",0.305
"FPR1",0,0.790274432349389,0.268,0.001,0,"3","FPR1",0.267
"HCK",0,0.787984159972018,0.317,0.007,0,"3","HCK",0.31
"FCGR3A",0,0.786694333313061,0.259,0.022,0,"3","FCGR3A",0.237
"ALDH2",0,0.784164174857033,0.316,0.048,0,"3","ALDH2",0.268
"CCRL2",0,0.780093388330883,0.304,0.021,0,"3","CCRL2",0.283
"TNFSF13B",0,0.771654668782023,0.33,0.04,0,"3","TNFSF13B",0.29
"SLC16A10",0,0.745436995631599,0.293,0.006,0,"3","SLC16A10",0.287
"ICAM1",0,0.714502319672577,0.457,0.086,0,"3","ICAM1",0.371
"PILRA",0,0.714142766015466,0.274,0.002,0,"3","PILRA",0.272
"RAB13",0,0.71333308252561,0.317,0.053,0,"3","RAB13",0.264
"IFITM3",0,0.706237696351966,0.558,0.14,0,"3","IFITM3",0.418
"PFN1",0,0.70576717602143,0.949,0.852,0,"3","PFN1",0.097
"ANPEP",0,0.70129311246626,0.309,0.016,0,"3","ANPEP",0.293
"CSF2RA",0,0.685621067869133,0.252,0.002,0,"3","CSF2RA",0.25
"SLC43A2",0,0.680219677583627,0.338,0.036,0,"3","SLC43A2",0.302
"SPHK1",0,0.668898782918308,0.327,0.027,0,"3","SPHK1",0.3
"DSE",0,0.66622026834037,0.295,0.019,0,"3","DSE",0.276
"CFP",0,0.660742851007709,0.261,0.007,0,"3","CFP",0.254
"ETS2",0,0.656334883370553,0.385,0.058,0,"3","ETS2",0.327
"C1orf162",0,0.647352844211578,0.283,0.044,0,"3","C1orf162",0.239
"SLC7A7",0,0.643170280197268,0.257,0.021,0,"3","SLC7A7",0.236
"GLIPR2",0,0.639148972462077,0.391,0.083,0,"3","GLIPR2",0.308
"PDE4DIP",0,0.600205306061584,0.284,0.038,0,"3","PDE4DIP",0.246
"RAB20",0,0.591759544647296,0.263,0.014,0,"3","RAB20",0.249
"CD93",0,0.58892768517331,0.256,0.021,0,"3","CD93",0.235
"ITGAX",0,0.581077557865615,0.263,0.007,0,"3","ITGAX",0.256
"GSN",0,0.569829452407659,0.404,0.085,0,"3","GSN",0.319
"LCP2",0,0.547104259597902,0.279,0.043,0,"3","LCP2",0.236
"SLC31A2",0,0.528891314685593,0.261,0.022,0,"3","SLC31A2",0.239
"CFD",0,0.518956010919807,0.311,0.029,0,"3","CFD",0.282
"PHLDA2",3.0465016389789e-307,0.670096746773187,0.323,0.061,6.02658954222806e-303,"3","PHLDA2",0.262
"CTSD",8.82249609391202e-307,1.73732442531698,0.587,0.232,1.74526617729768e-302,"3","CTSD",0.355
"GNA15",3.50439262988186e-304,0.566178018558654,0.328,0.062,6.93238950043229e-300,"3","GNA15",0.266
"HIF1A",4.4390920306058e-304,0.857505136742348,0.506,0.158,8.78141185494439e-300,"3","HIF1A",0.348
"RNASE6",3.82465580069995e-302,0.805174795071777,0.288,0.05,7.56593410494465e-298,"3","RNASE6",0.238
"RAC1",4.35700864489625e-302,0.857479138115819,0.796,0.45,8.61903450133375e-298,"3","RAC1",0.346
"KLF4",4.09052727135306e-295,0.548396372630624,0.394,0.088,8.09188104819062e-291,"3","KLF4",0.306
"NFKB1",3.11827032523109e-290,0.79920790177736,0.498,0.153,6.16856235737213e-286,"3","NFKB1",0.345
"VIM",2.47319871614821e-289,0.799280673552965,0.915,0.73,4.8924817002844e-285,"3","VIM",0.185
"PHLDA1",2.0915332483016e-288,0.996986817130219,0.494,0.158,4.13747107179023e-284,"3","PHLDA1",0.336
"STX11",4.84693706619623e-285,0.778076354577682,0.492,0.154,9.58821090434938e-281,"3","STX11",0.338
"HLA-DPA11",2.48038379553381e-281,1.22401169916449,0.836,0.499,4.90669522432498e-277,"3","HLA-DPA1",0.337
"PKM",1.94853066836463e-279,0.869562549642828,0.698,0.342,3.85458336815891e-275,"3","PKM",0.356
"STXBP2",2.48883570521521e-279,0.810579928688413,0.416,0.113,4.92341479205672e-275,"3","STXBP2",0.303
"SERF2",2.58658466033724e-277,0.582752851527924,0.954,0.881,5.11678177507913e-273,"3","SERF2",0.073
"MYL6",4.52310120588357e-276,0.655628075264861,0.941,0.897,8.94759880547888e-272,"3","MYL6",0.0439999999999999
"ATP6V0B",1.06522801925596e-273,0.841287208036547,0.691,0.336,2.10723406769215e-269,"3","ATP6V0B",0.355
"FNDC3B",4.8509425742048e-271,0.660908190452727,0.307,0.064,9.59613460029194e-267,"3","FNDC3B",0.243
"FGL2",3.50749335243398e-270,0.701763919464363,0.252,0.042,6.93852334978489e-266,"3","FGL2",0.21
"SGK1",4.58455362445585e-266,0.839927728883523,0.447,0.134,9.06916397989857e-262,"3","SGK1",0.313
"ATP5E",3.83261239865642e-264,0.602317941101076,0.951,0.855,7.58167384702213e-260,"3","ATP5E",0.096
"ARL8B",1.98488907856031e-262,0.535781169885282,0.342,0.078,3.926507575208e-258,"3","ARL8B",0.264
"LIMS1",1.7073768460424e-261,0.735935461215375,0.459,0.14,3.37753287684108e-257,"3","LIMS1",0.319
"GNG5",3.64387747949226e-260,0.769359719696527,0.684,0.321,7.20831842993159e-256,"3","GNG5",0.363
"BRI3",2.47818748645343e-256,0.579991585761729,0.326,0.074,4.90235048570217e-252,"3","BRI3",0.252
"UPP1",3.10200847112453e-256,0.728078506055063,0.431,0.125,6.13639315757854e-252,"3","UPP1",0.306
"GPR137B",2.35848620379574e-251,0.573354739324259,0.299,0.062,4.66555740834874e-247,"3","GPR137B",0.237
"BNIP3L",5.59146869801653e-250,0.851686144475794,0.464,0.151,1.10610433784163e-245,"3","BNIP3L",0.313
"ARPC3",4.95469738159359e-242,0.712626995804303,0.858,0.635,9.80138236026844e-238,"3","ARPC3",0.223
"GAPDH",1.93390051610406e-237,0.685193662489484,0.943,0.872,3.82564200095704e-233,"3","GAPDH",0.071
"SERPINB9",1.3043446921864e-235,0.828344118782601,0.569,0.24,2.58025467008313e-231,"3","SERPINB9",0.329
"WARS",3.51885235076093e-234,0.621158323797825,0.284,0.061,6.96099372027527e-230,"3","WARS",0.223
"ATP6V1B2",4.90455616233091e-231,0.546396563025161,0.299,0.066,9.70219300032301e-227,"3","ATP6V1B2",0.233
"ARPC5",8.01108130964802e-227,0.770230726743228,0.61,0.265,1.58475210467457e-222,"3","ARPC5",0.345
"CTNNB1",2.33008299688365e-226,0.668378894169217,0.497,0.175,4.60937018443523e-222,"3","CTNNB1",0.322
"CASP1",6.07670436463735e-224,0.59199683653984,0.275,0.059,1.20209365741256e-219,"3","CASP1",0.216
"LITAF1",8.31145023005464e-224,0.758291252385122,0.741,0.41,1.64417108450941e-219,"3","LITAF",0.331
"APOE",6.67456974595549e-223,1.95613732125952,0.256,0.055,1.32036338714492e-218,"3","APOE",0.201
"H2AFY",1.6583125776223e-222,0.648951386594139,0.464,0.155,3.28047394105244e-218,"3","H2AFY",0.309
"TALDO1",2.19881326124286e-222,0.704162184101856,0.481,0.171,4.34969239339063e-218,"3","TALDO1",0.31
"TPP1",5.92070778871336e-222,0.527704527477587,0.378,0.106,1.17123441476328e-217,"3","TPP1",0.272
"CARD16",5.58351318767134e-220,0.678130339995153,0.434,0.139,1.10453057878514e-215,"3","CARD16",0.295
"RALA",3.03689204636396e-219,0.648938815845902,0.403,0.125,6.00757984611719e-215,"3","RALA",0.278
"GPX4",3.03848145716214e-218,0.853580638879829,0.757,0.483,6.01072401855815e-214,"3","GPX4",0.274
"SMS",1.80220878654822e-214,0.646180907507947,0.392,0.118,3.56512942154969e-210,"3","SMS",0.274
"FAM49A",9.83136090281479e-213,0.544250446381511,0.348,0.096,1.94483981379482e-208,"3","FAM49A",0.252
"H3F3A",1.6196825733689e-210,0.531985190946602,0.933,0.898,3.20405606663836e-206,"3","H3F3A",0.035
"HLA-DMB1",3.56635213792226e-209,0.758110094156764,0.403,0.126,7.05495779923782e-205,"3","HLA-DMB",0.277
"PEA15",9.32111215153466e-209,0.524744244772773,0.316,0.08,1.84390240581659e-204,"3","PEA15",0.236
"LY96",2.42521577720759e-208,0.727964302171494,0.384,0.12,4.79756185047205e-204,"3","LY96",0.264
"RGS10",1.17291148288555e-207,0.779972872396161,0.567,0.237,2.3202534954442e-203,"3","RGS10",0.33
"S100A6",3.58983059841035e-206,0.661147775906192,0.831,0.68,7.10140288977535e-202,"3","S100A6",0.151
"COTL11",1.23491641623022e-205,0.817829368769082,0.74,0.444,2.44291165458662e-201,"3","COTL1",0.296
"CYBA",1.90868061417548e-202,0.576494126702348,0.9,0.817,3.77575199096194e-198,"3","CYBA",0.0830000000000001
"MGAT1",7.09263948165335e-198,0.581743768243863,0.44,0.155,1.40306594226067e-193,"3","MGAT1",0.285
"HLA-DQA11",8.9172532207523e-192,1.04452722887676,0.615,0.302,1.76401103212922e-187,"3","HLA-DQA1",0.313
"TFRC",2.16472976373073e-189,0.624671247616401,0.261,0.063,4.28226841861213e-185,"3","TFRC",0.198
"HLA-DQB11",5.39876214881449e-188,0.673006624358176,0.73,0.365,1.06798312827848e-183,"3","HLA-DQB1",0.365
"CTSC",1.92405868171408e-186,0.861808695427719,0.485,0.196,3.80617288416679e-182,"3","CTSC",0.289
"SDCBP",5.23419521810523e-183,0.648051859400043,0.742,0.444,1.03542849804558e-178,"3","SDCBP",0.298
"LGALS9",1.21207493493964e-182,0.524461177802193,0.283,0.072,2.39772663629759e-178,"3","LGALS9",0.211
"APLP2",2.38779759504867e-182,0.54291666490185,0.447,0.163,4.72354120252529e-178,"3","APLP2",0.284
"GSTP1",4.63622343485723e-180,0.715381916056172,0.719,0.407,9.17137719883457e-176,"3","GSTP1",0.312
"TPI1",4.16222400059694e-177,0.703797577346406,0.778,0.522,8.23371151798087e-173,"3","TPI1",0.256
"POMP",1.40203794410576e-174,0.685001903243624,0.754,0.486,2.77351146103002e-170,"3","POMP",0.268
"NFKBIA",3.70535817306901e-174,1.00906719358307,0.761,0.606,7.32993953796512e-170,"3","NFKBIA",0.155
"PYCARD",1.28874858406978e-169,0.589340760085161,0.308,0.093,2.54940244900684e-165,"3","PYCARD",0.215
"SH3BGRL3",1.52520541542241e-168,0.551313820030228,0.887,0.763,3.01716135278861e-164,"3","SH3BGRL3",0.124
"LCP11",1.0092813914504e-165,0.569154131643747,0.524,0.22,1.99656044856718e-161,"3","LCP1",0.304
"ENO1",1.23829299435872e-163,0.655745985714539,0.767,0.513,2.44959120144043e-159,"3","ENO1",0.254
"BLVRB",6.18466029286561e-159,0.566195581656815,0.271,0.076,1.22344949913468e-154,"3","BLVRB",0.195
"PLIN2",7.5686173919748e-159,0.730985563134063,0.429,0.172,1.49722389248045e-154,"3","PLIN2",0.257
"MYL12A",5.59207689476836e-156,0.610655516036051,0.816,0.59,1.10622465132308e-151,"3","MYL12A",0.226
"ATP1B3",6.13563010770072e-156,0.796575513889194,0.685,0.451,1.21375034790536e-151,"3","ATP1B3",0.234
"LINC00936",1.55887555238813e-155,0.599891506431664,0.346,0.119,3.0837676177342e-151,"3","LINC00936",0.227
"ACP5",2.58904773168184e-155,0.756885764779174,0.308,0.099,5.12165422281302e-151,"3","ACP5",0.209
"PPT1",3.29811250030619e-153,0.600980244815657,0.348,0.119,6.5243261481057e-149,"3","PPT1",0.229
"S100A41",8.81469890560852e-153,0.773714172292867,0.746,0.516,1.74372373750748e-148,"3","S100A4",0.23
"RHOA",5.90513124770856e-152,0.571812521076864,0.788,0.54,1.16815306342171e-147,"3","RHOA",0.248
"CD9",2.6219118653043e-151,0.61069645335134,0.326,0.107,5.18666605194496e-147,"3","CD9",0.219
"INSIG1",3.22603938896034e-150,0.758239924860635,0.467,0.205,6.38175111924135e-146,"3","INSIG1",0.262
"HLA-DMA1",1.33822786950862e-145,0.66193716625469,0.587,0.303,2.64728237146195e-141,"3","HLA-DMA",0.284
"SEC61G",8.98241827653474e-145,0.648319391806151,0.743,0.496,1.7769019834641e-140,"3","SEC61G",0.247
"TMSB4X1",2.884556053593e-144,0.556132153724737,0.999,0.994,5.70622878521767e-140,"3","TMSB4X",0.005
"CD741",3.47431067196042e-143,0.61078465509314,0.944,0.81,6.87288137127209e-139,"3","CD74",0.134
"SRGN",5.44965945969535e-138,0.58728645619237,0.921,0.846,1.07805163431693e-133,"3","SRGN",0.0750000000000001
"TSPO",4.40698654495448e-135,0.568305518230999,0.537,0.269,8.71790078322896e-131,"3","TSPO",0.268
"HSBP1",6.31738219784267e-133,0.508172275923046,0.44,0.186,1.24970454637724e-128,"3","HSBP1",0.254
"FABP5",3.47409904333569e-132,1.02173850005505,0.444,0.206,6.87246272752666e-128,"3","FABP5",0.238
"ALDOA",6.64679231109161e-132,0.604192043861465,0.792,0.636,1.31486845498014e-127,"3","ALDOA",0.156
"CHMP1B",1.89543680844e-128,0.698902390490381,0.589,0.331,3.74955309445601e-124,"3","CHMP1B",0.258
"ARPC4",2.49881490131669e-121,0.511578047230206,0.511,0.244,4.94315563778468e-117,"3","ARPC4",0.267
"MT2A",6.37104950551584e-120,1.4625617007758,0.477,0.251,1.26032101318114e-115,"3","MT2A",0.226
"CFLAR",1.73561445462688e-117,0.537348149945293,0.529,0.276,3.4333925141429e-113,"3","CFLAR",0.253
"MARCKSL1",4.0942198286971e-117,0.723399459013526,0.511,0.274,8.09918566512861e-113,"3","MARCKSL1",0.237
"ARPC1B",5.00122742048078e-112,0.53342844507242,0.686,0.429,9.89342808319507e-108,"3","ARPC1B",0.257
"VAMP8",2.05704071560032e-110,0.778607189534277,0.534,0.306,4.06923794360055e-106,"3","VAMP8",0.228
"DBI",4.12834855348502e-108,0.56374381706792,0.687,0.458,8.16669910850406e-104,"3","DBI",0.229
"C4orf3",2.67396649956927e-103,0.571568469285085,0.659,0.424,5.28964052944792e-99,"3","C4orf3",0.235
"NOP10",2.65568259957008e-99,0.561362412864197,0.592,0.356,5.25347131846953e-95,"3","NOP10",0.236
"NEAT1",3.61532976768145e-99,0.556626955462106,0.73,0.603,7.15184534642745e-95,"3","NEAT1",0.127
"IFI6",9.61654422067999e-97,0.814647218451491,0.411,0.208,1.90234477773492e-92,"3","IFI6",0.203
"ATP6V0E1",2.47604478350019e-94,0.51452491823367,0.746,0.568,4.89811179072007e-90,"3","ATP6V0E1",0.178
"TWISTNB",1.32641412144246e-91,0.662876835958261,0.294,0.122,2.62391241503747e-87,"3","TWISTNB",0.172
"ATP2B1",1.95081783730702e-88,0.525615302197443,0.491,0.276,3.85910784576075e-84,"3","ATP2B1",0.215
"CCL41",2.35547576732633e-88,0.766697735173802,0.472,0.254,4.65960216292494e-84,"3","CCL4",0.218
"PRDX1",3.16670795641472e-81,0.585101542210113,0.673,0.481,6.2643816793796e-77,"3","PRDX1",0.192
"WTAP",5.37958742450351e-76,0.567462720882922,0.535,0.334,1.06418998431528e-71,"3","WTAP",0.201
"HLA-DQA21",5.94439915385148e-75,0.601819753849649,0.409,0.217,1.1759210406149e-70,"3","HLA-DQA2",0.192
"SEC61B",6.36230174173618e-74,0.505570372526583,0.732,0.548,1.25859053055025e-69,"3","SEC61B",0.184
"PSME2",2.15324643736108e-65,0.510564881384033,0.575,0.392,4.25955210238768e-61,"3","PSME2",0.183
"ITM2B",5.25657249673958e-45,0.55559089566087,0.783,0.681,1.03985517130502e-40,"3","ITM2B",0.102
"GPR183",1.38605912125012e-27,0.525838204396991,0.587,0.49,2.74190215365699e-23,"3","GPR183",0.097
"ISG15",1.85034205635866e-27,0.738526094300676,0.462,0.344,3.66034665588871e-23,"3","ISG15",0.118
"PPA1",5.07987653820573e-16,0.534296668479602,0.364,0.286,1.00490117678786e-11,"3","PPA1",0.078
"IGJ",0,5.35301469961384,0.991,0.507,0,"4","IGJ",0.484
"IGLL5",0,5.013700369929,0.987,0.644,0,"4","IGLL5",0.343
"MZB1",0,3.58447627868404,0.977,0.07,0,"4","MZB1",0.907
"SSR4",0,3.06804832909551,0.992,0.599,0,"4","SSR4",0.393
"DERL3",0,2.86169145411313,0.928,0.039,0,"4","DERL3",0.889
"FKBP11",0,2.40259496998501,0.941,0.154,0,"4","FKBP11",0.787
"XBP1",0,2.36447892717439,0.914,0.243,0,"4","XBP1",0.671
"PRDX4",0,2.26965052909673,0.885,0.107,0,"4","PRDX4",0.778
"HERPUD1",0,2.18366193415216,0.925,0.411,0,"4","HERPUD1",0.514
"AL928768.3",0,2.15441165573273,0.577,0.07,0,"4","AL928768.3",0.507
"SEC11C",0,1.92169895914391,0.903,0.194,0,"4","SEC11C",0.709
"JSRP1",0,1.84287046338854,0.679,0.011,0,"4","JSRP1",0.668
"FKBP2",0,1.72836658479645,0.906,0.216,0,"4","FKBP2",0.69
"HSP90B1",0,1.70342597761906,0.924,0.337,0,"4","HSP90B1",0.587
"HIST1H1C",0,1.59842563118119,0.651,0.09,0,"4","HIST1H1C",0.561
"SSR3",0,1.55182094959233,0.873,0.206,0,"4","SSR3",0.667
"ITM2C",0,1.529439292776,0.796,0.163,0,"4","ITM2C",0.633
"TRIB1",0,1.48120610967306,0.715,0.071,0,"4","TRIB1",0.644
"SPCS2",0,1.37532832432135,0.914,0.384,0,"4","SPCS2",0.53
"TNFRSF17",0,1.37044310309618,0.603,0.005,0,"4","TNFRSF17",0.598
"TMEM59",0,1.363506357717,0.912,0.475,0,"4","TMEM59",0.437
"SPCS3",0,1.33964288370937,0.812,0.197,0,"4","SPCS3",0.615
"DNAJB9",0,1.33650052684463,0.745,0.171,0,"4","DNAJB9",0.574
"SPCS1",0,1.33527284426271,0.899,0.415,0,"4","SPCS1",0.484
"HIST1H2BK",0,1.31835437477644,0.691,0.155,0,"4","HIST1H2BK",0.536
"PIM2",0,1.31469017971399,0.703,0.122,0,"4","PIM2",0.581
"NUCB2",0,1.28224973613324,0.7,0.095,0,"4","NUCB2",0.605
"SDF2L1",0,1.26433245458293,0.784,0.149,0,"4","SDF2L1",0.635
"GADD45A",0,1.23141035306389,0.565,0.102,0,"4","GADD45A",0.463
"PDIA6",0,1.2217923796896,0.806,0.234,0,"4","PDIA6",0.572
"DUSP5",0,1.22150035098197,0.582,0.07,0,"4","DUSP5",0.512
"LINC00152",0,1.20769981291192,0.748,0.228,0,"4","LINC00152",0.52
"ANKRD28",0,1.19723694146226,0.745,0.156,0,"4","ANKRD28",0.589
"VIMP",0,1.19460346473887,0.831,0.239,0,"4","VIMP",0.592
"MANF",0,1.17510916144974,0.814,0.242,0,"4","MANF",0.572
"PRDM1",0,1.17482008830952,0.599,0.052,0,"4","PRDM1",0.547
"LMAN1",0,1.15594911016714,0.686,0.09,0,"4","LMAN1",0.596
"CD27",0,1.12617973475681,0.634,0.128,0,"4","CD27",0.506
"C19orf10",0,1.12051084877083,0.804,0.241,0,"4","C19orf10",0.563
"KRTCAP2",0,1.11596779054239,0.827,0.284,0,"4","KRTCAP2",0.543
"TXNDC15",0,1.11372266095827,0.675,0.079,0,"4","TXNDC15",0.596
"CD79A1",0,1.07951890225033,0.91,0.265,0,"4","CD79A",0.645
"ERLEC1",0,1.07617193478321,0.626,0.092,0,"4","ERLEC1",0.534
"SPAG4",0,1.06934798241849,0.574,0.024,0,"4","SPAG4",0.55
"CYBA1",0,1.06193579627679,0.975,0.81,0,"4","CYBA",0.165
"CD38",0,1.05809142333296,0.618,0.048,0,"4","CD38",0.57
"PPAPDC1B",0,1.05496602654194,0.657,0.077,0,"4","PPAPDC1B",0.58
"SDC1",0,1.05219646385403,0.476,0.005,0,"4","SDC1",0.471
"PDIA4",0,1.04854171783805,0.679,0.111,0,"4","PDIA4",0.568
"FCRL5",0,1.04075308781955,0.564,0.011,0,"4","FCRL5",0.553
"RAB30",0,1.02292892633411,0.496,0.048,0,"4","RAB30",0.448
"TMED10",0,1.02044876192311,0.803,0.274,0,"4","TMED10",0.529
"CRELD2",0,1.01409288059302,0.633,0.089,0,"4","CRELD2",0.544
"RABAC1",0,1.00853575168476,0.866,0.369,0,"4","RABAC1",0.497
"RPN2",0,1.00756929846871,0.738,0.209,0,"4","RPN2",0.529
"FAM46C",0,0.975599311015919,0.706,0.147,0,"4","FAM46C",0.559
"UBE2J1",0,0.961645542502645,0.697,0.155,0,"4","UBE2J1",0.542
"HM13",0,0.923107384293813,0.646,0.112,0,"4","HM13",0.534
"ERGIC3",0,0.908927295205276,0.76,0.256,0,"4","ERGIC3",0.504
"SLAMF7",0,0.905553440290804,0.55,0.036,0,"4","SLAMF7",0.514
"LY961",0,0.892269217890503,0.649,0.093,0,"4","LY96",0.556
"TMEM258",0,0.887753444151534,0.859,0.411,0,"4","TMEM258",0.448
"KDELR1",0,0.882632715125608,0.637,0.106,0,"4","KDELR1",0.531
"SEC61B1",0,0.87603989509227,0.903,0.531,0,"4","SEC61B",0.372
"TXNDC11",0,0.867189317905259,0.563,0.075,0,"4","TXNDC11",0.488
"LMAN2",0,0.851342391481822,0.756,0.249,0,"4","LMAN2",0.507
"PPIB",0,0.840890128151792,0.828,0.403,0,"4","PPIB",0.425
"CUTA",0,0.831419614274107,0.822,0.362,0,"4","CUTA",0.46
"TPD52",0,0.809370755263324,0.607,0.075,0,"4","TPD52",0.532
"TRAM1",0,0.807562326599143,0.742,0.277,0,"4","TRAM1",0.465
"ARSA",0,0.803579303589066,0.529,0.042,0,"4","ARSA",0.487
"CHPF",0,0.803186805862654,0.491,0.023,0,"4","CHPF",0.468
"SELM",0,0.800919493969399,0.686,0.154,0,"4","SELM",0.532
"POU2AF1",0,0.788432432142515,0.466,0.031,0,"4","POU2AF1",0.435
"TMED9",0,0.773296242252185,0.712,0.246,0,"4","TMED9",0.466
"PELI1",0,0.772727936827438,0.47,0.088,0,"4","PELI1",0.382
"ALG5",0,0.769083273824471,0.582,0.089,0,"4","ALG5",0.493
"SPINK2",0,0.761594807612037,0.257,0.011,0,"4","SPINK2",0.246
"KDELR2",0,0.755640067090803,0.697,0.21,0,"4","KDELR2",0.487
"RP11-290F5.1",0,0.747200749815435,0.373,0.002,0,"4","RP11-290F5.1",0.371
"SIL1",0,0.742963673390242,0.535,0.051,0,"4","SIL1",0.484
"RRBP1",0,0.7320478560958,0.497,0.071,0,"4","RRBP1",0.426
"P4HB",0,0.730595374633265,0.725,0.263,0,"4","P4HB",0.462
"SEL1L3",0,0.729492985103113,0.515,0.062,0,"4","SEL1L3",0.453
"REEP5",0,0.718011195548781,0.747,0.272,0,"4","REEP5",0.475
"HIST1H2BC",0,0.715477365597168,0.274,0.009,0,"4","HIST1H2BC",0.265
"TOR3A",0,0.697441703537534,0.401,0.074,0,"4","TOR3A",0.327
"SRPRB",0,0.696579510807698,0.522,0.064,0,"4","SRPRB",0.458
"CADM1",0,0.680350661647551,0.259,0.014,0,"4","CADM1",0.245
"PHPT1",0,0.679388621521212,0.655,0.184,0,"4","PHPT1",0.471
"TMEM205",0,0.679270131460606,0.551,0.088,0,"4","TMEM205",0.463
"SEL1L",0,0.67815745627679,0.457,0.048,0,"4","SEL1L",0.409
"IFNAR2",0,0.673347893089107,0.486,0.065,0,"4","IFNAR2",0.421
"TMEM208",0,0.668935083489857,0.611,0.139,0,"4","TMEM208",0.472
"MEI1",0,0.668347868508657,0.482,0.057,0,"4","MEI1",0.425
"RP11-16E12.2",0,0.667623337154714,0.306,0.003,0,"4","RP11-16E12.2",0.303
"ZBP1",0,0.66013773260398,0.387,0.024,0,"4","ZBP1",0.363
"PABPC4",0,0.656707193072433,0.597,0.179,0,"4","PABPC4",0.418
"LAMP2",0,0.645654831648604,0.536,0.089,0,"4","LAMP2",0.447
"GAS6",0,0.640801406908458,0.378,0.038,0,"4","GAS6",0.34
"CCR10",0,0.635889634697118,0.318,0.003,0,"4","CCR10",0.315
"CHID1",0,0.632727164640974,0.449,0.054,0,"4","CHID1",0.395
"TPST2",0,0.63238507039927,0.469,0.061,0,"4","TPST2",0.408
"KLF13",0,0.628349137406453,0.476,0.086,0,"4","KLF13",0.39
"GNG71",0,0.614412516202942,0.574,0.105,0,"4","GNG7",0.469
"SEC61A1",0,0.610679434005365,0.514,0.075,0,"4","SEC61A1",0.439
"ATRAID",0,0.585819758275705,0.617,0.181,0,"4","ATRAID",0.436
"HIST1H2AC",0,0.581089382778635,0.3,0.031,0,"4","HIST1H2AC",0.269
"CHST2",0,0.578451198318677,0.315,0.021,0,"4","CHST2",0.294
"VOPP1",0,0.570448983472214,0.563,0.147,0,"4","VOPP1",0.416
"TMEM147",0,0.567973693251426,0.595,0.169,0,"4","TMEM147",0.426
"DDOST",0,0.56487032734489,0.603,0.168,0,"4","DDOST",0.435
"TAPBPL",0,0.560031424099098,0.416,0.06,0,"4","TAPBPL",0.356
"ICAM2",0,0.551138555042364,0.558,0.132,0,"4","ICAM2",0.426
"COMMD3",0,0.544000336461782,0.453,0.072,0,"4","COMMD3",0.381
"DNAJC1",0,0.541970053922889,0.537,0.123,0,"4","DNAJC1",0.414
"QPRT",0,0.537924844224801,0.325,0.011,0,"4","QPRT",0.314
"TP53INP1",0,0.535676526804592,0.308,0.025,0,"4","TP53INP1",0.283
"FAM3C",0,0.531240571388011,0.499,0.088,0,"4","FAM3C",0.411
"NPC21",0,0.522345017767037,0.807,0.313,0,"4","NPC2",0.494
"PDK1",0,0.517790273354906,0.323,0.022,0,"4","PDK1",0.301
"ST6GAL1",0,0.515973058366648,0.36,0.041,0,"4","ST6GAL1",0.319
"RP11-81H14.2",0,0.515150817175893,0.318,0.01,0,"4","RP11-81H14.2",0.308
"H1FX",4.56583473731347e-306,0.658500098257998,0.401,0.087,9.03213427735351e-302,"4","H1FX",0.314
"DAD1",2.56420086943053e-300,0.691670199557945,0.785,0.326,5.07250215990748e-296,"4","DAD1",0.459
"RPN1",5.41170858217003e-293,0.519455634813073,0.569,0.162,1.07054419172487e-288,"4","RPN1",0.407
"GSTP11",1.08745711321164e-292,0.702414128674145,0.839,0.396,2.15120766135526e-288,"4","GSTP1",0.443
"OSTC",1.80221942406428e-288,0.591031692324903,0.694,0.241,3.56515046468395e-284,"4","OSTC",0.453
"CDKN1A",1.86491832196727e-287,0.784250153014491,0.656,0.239,3.68918142451565e-283,"4","CDKN1A",0.417
