"","p_val","avg_logFC","pct.1","pct.2","p_val_adj","cluster","gene","pct.diff"
"LMNA1",4.76109953104929e-29,1.10576055513037,0.873,0.442,9.4184070923217e-25,"6","LMNA",0.431
"HLA-DRB5",6.55796859267118e-29,0.992959057362377,0.936,0.713,1.29729734700221e-24,"6","HLA-DRB5",0.223
"RUNX3",1.74802634956936e-28,0.554974689309583,0.627,0.174,3.45794572471811e-24,"6","RUNX3",0.453
"ARL4C1",3.24219852477675e-28,0.680546889013395,0.809,0.287,6.41371712171336e-24,"6","ARL4C",0.522
"SLC25A19",1.26304096772617e-27,0.546828751658137,0.482,0.112,2.4985476423559e-23,"6","SLC25A19",0.37
"HLA-DQA2",7.98273650139362e-27,0.926705372264475,0.855,0.381,1.57914493470569e-22,"6","HLA-DQA2",0.474
"HLA-DMA",2.24540312556342e-26,0.61712335044801,0.991,0.562,4.44185646298956e-22,"6","HLA-DMA",0.429
"STK41",3.49589029331457e-26,0.593211994665305,0.645,0.197,6.91557017823487e-22,"6","STK4",0.448
"AKAP13",1.18557383225744e-25,0.632903840871574,0.8,0.311,2.34530215497167e-21,"6","AKAP13",0.489
"CEBPD",1.93377774676139e-25,0.646693034101646,0.664,0.213,3.82539913864338e-21,"6","CEBPD",0.451
"CXCR41",4.16594273207561e-25,0.78677963516861,0.936,0.446,8.24106791259196e-21,"6","CXCR4",0.49
"CPVL",4.82847488812295e-25,0.793102546769098,0.836,0.343,9.55168902368482e-21,"6","CPVL",0.493
"ZFP361",8.66634766523859e-24,0.695650416841346,0.955,0.547,1.7143768951375e-19,"6","ZFP36",0.408
"LRRFIP1",1.59076923638039e-23,0.63541132010528,0.882,0.384,3.14685970340769e-19,"6","LRRFIP1",0.498
"INSIG1",3.49110747152973e-23,0.792171082033423,0.882,0.441,6.90610880018011e-19,"6","INSIG1",0.441
"CCR71",9.02519966481061e-23,0.576102394571476,0.473,0.119,1.78536499769284e-18,"6","CCR7",0.354
"RASSF5",2.23139378579174e-21,0.506484738752056,0.655,0.229,4.41414318705323e-17,"6","RASSF5",0.426
"SRSF2",9.15149447474064e-21,0.533532059817865,0.918,0.454,1.81034863699319e-16,"6","SRSF2",0.464
"EZR",9.36987754658894e-21,0.533937645144846,0.9,0.411,1.85354917626622e-16,"6","EZR",0.489
"CST31",2.05883005960674e-20,0.757912397953775,1,0.808,4.07277762391406e-16,"6","CST3",0.192
"RALA",2.74849646863055e-20,0.634878675661503,0.8,0.378,5.43707571424496e-16,"6","RALA",0.422
"NEAT11",7.36781620692258e-19,0.6000691266861,0.991,0.714,1.45750140205343e-14,"6","NEAT1",0.277
"REL1",1.93722772636423e-18,0.671623714490656,0.827,0.405,3.83222388829371e-14,"6","REL",0.422
"CD861",2.12766811334319e-18,0.561236825306691,0.891,0.448,4.2089530618155e-14,"6","CD86",0.443
"JUNB1",2.82238598394343e-18,0.585947638424492,0.918,0.462,5.5832439534369e-14,"6","JUNB",0.456
"PABPC1",3.20053856610481e-18,0.577869813181134,1,0.813,6.33130539146854e-14,"6","PABPC1",0.187
"FCGR2B1",8.46608110631499e-17,0.537194567865299,0.5,0.167,1.67476016445123e-12,"6","FCGR2B",0.333
"SERPINB11",2.31499042593763e-16,0.631669494418912,0.927,0.591,4.57951406058982e-12,"6","SERPINB1",0.336
"DUSP41",7.05850955098158e-16,0.503092777373803,0.782,0.371,1.39631435937518e-11,"6","DUSP4",0.411
"RGS11",2.89778573553728e-15,0.522151099969936,0.891,0.455,5.73239974203985e-11,"6","RGS1",0.436
"NR4A3",6.29637918024965e-15,0.507037643876239,0.691,0.309,1.24554972943699e-10,"6","NR4A3",0.382
"GADD45B1",9.36904080908639e-14,0.592790003931886,0.745,0.384,1.85338365285347e-09,"6","GADD45B",0.361
"ATP1B31",7.92257150875694e-13,0.502578021090672,0.964,0.668,1.5672430958623e-08,"6","ATP1B3",0.296
"LDHA",8.09490072990543e-13,0.537835183287447,0.982,0.666,1.60133326238989e-08,"6","LDHA",0.316
"ID21",1.46608180344572e-12,0.735459927915884,0.864,0.542,2.90020302357632e-08,"6","ID2",0.322
"LILRA4",3.14331453973846e-261,1.59411221802247,0.755,0.003,6.21810482251062e-257,"7","LILRA4",0.752
"SCT",1.04209581909111e-233,1.48542087906938,0.653,0.002,2.06147394932603e-229,"7","SCT",0.651
"SMPD3",2.64683057784615e-180,1.15322896224045,0.469,0.001,5.23596024909525e-176,"7","SMPD3",0.468
"EGLN3",1.83472224358995e-177,1.29812189655601,0.571,0.004,3.62944754226963e-173,"7","EGLN3",0.567
"KRT5",2.82066944173197e-164,2.07817764108292,0.429,0.001,5.57984828963418e-160,"7","KRT5",0.428
"PTPRS",2.9341014246966e-164,1.04231167858542,0.429,0.001,5.80423943833482e-160,"7","PTPRS",0.428
"CLIC3",6.02051997920659e-141,1.57891683288123,0.612,0.012,1.19097926228665e-136,"7","CLIC3",0.6
"TSPAN131",1.19338215062606e-121,1.80940435067089,0.816,0.037,2.36074857036847e-117,"7","TSPAN13",0.779
"MAP1A",4.55874038641859e-120,0.837345721787744,0.367,0.002,9.01810023241326e-116,"7","MAP1A",0.365
"MYBL2",7.8594265623175e-118,1.36724823132439,0.388,0.003,1.55475176255765e-113,"7","MYBL2",0.385
"LRRC26",1.81886356658356e-116,0.721362782909634,0.327,0.001,3.59807590741561e-112,"7","LRRC26",0.326
"CPLX1",2.36788103929093e-112,0.625265899500434,0.347,0.002,4.68414227192533e-108,"7","CPLX1",0.345
"IRF4",4.3121274630921e-112,1.73016673114289,0.857,0.049,8.5302505474888e-108,"7","IRF4",0.808
"GZMB",5.04539753923948e-109,4.13093095517867,0.939,0.068,9.98080541212353e-105,"7","GZMB",0.871
"CXCR3",9.47593624098549e-107,1.26746527259297,0.571,0.017,1.87452970719175e-102,"7","CXCR3",0.554
"SPIB",3.4316660217763e-103,1.16327555720215,0.633,0.024,6.78852172427787e-99,"7","SPIB",0.609
"C12orf75",4.27221074041573e-95,2.0812079336665,0.776,0.049,8.4512872866904e-91,"7","C12orf75",0.727
"SEL1L3",3.8554614282667e-94,1.38857748656045,0.694,0.037,7.62687379739718e-90,"7","SEL1L3",0.657
"CRYM",4.3897897572461e-94,0.743477049006549,0.286,0.002,8.68388209778423e-90,"7","CRYM",0.284
"P2RY6",7.06092104596271e-88,0.953049952004442,0.571,0.023,1.39679140131234e-83,"7","P2RY6",0.548
"PTCRA",7.23188501656353e-84,0.901305041362783,0.347,0.006,1.4306114939766e-79,"7","PTCRA",0.341
"SOX4",1.13269706628376e-82,2.13006768970602,0.796,0.063,2.24070133652253e-78,"7","SOX4",0.733
"CHAF1A",1.4664743086579e-82,0.723288081899092,0.51,0.019,2.90097947738707e-78,"7","CHAF1A",0.491
"KIAA0226",6.75458336592795e-81,1.36771116143154,0.735,0.051,1.33619168144787e-76,"7","KIAA0226",0.684
"ITM2C",4.65411570850816e-80,1.67555477320482,0.837,0.07,9.20677169457085e-76,"7","ITM2C",0.767
"EIF2AK4",2.33552382725993e-77,0.972815880263945,0.694,0.047,4.6201332350856e-73,"7","EIF2AK4",0.647
"STAP1",1.10247149506774e-76,0.676942735315852,0.327,0.006,2.180909111543e-72,"7","STAP1",0.321
"PPP1R14B",2.85812329805099e-75,1.52345208535779,0.694,0.05,5.65393950820446e-71,"7","PPP1R14B",0.644
"SEMA7A",3.65876455264851e-75,0.840156506863384,0.51,0.023,7.23776803804929e-71,"7","SEMA7A",0.487
"SLC15A4",7.89758785599373e-74,1.07767046129141,0.653,0.043,1.56230082967268e-69,"7","SLC15A4",0.61
"TRAF4",1.04655330483108e-70,1.22324581139509,0.653,0.046,2.07029174761685e-66,"7","TRAF4",0.607
"LDLRAD4",2.34589282694537e-70,2.00992373557812,0.918,0.114,4.64064519026333e-66,"7","LDLRAD4",0.804
"SIDT1",2.03207578449057e-68,0.797597339750265,0.327,0.008,4.01985231687924e-64,"7","SIDT1",0.319
"PLD4",1.69826121606063e-67,1.46970987242106,0.714,0.06,3.35950033761113e-63,"7","PLD4",0.654
"C12orf45",4.67113367304537e-67,1.30927331534087,0.735,0.064,9.24043663201836e-63,"7","C12orf45",0.671
"NEK8",1.08075871867782e-65,0.522836587641344,0.286,0.006,2.13795689728845e-61,"7","NEK8",0.28
"FUZ",1.83238493569846e-65,0.713928631539384,0.429,0.018,3.62482387979869e-61,"7","FUZ",0.411
"MZB1",5.86397122436363e-65,1.26186912022067,0.633,0.047,1.16001078760361e-60,"7","MZB1",0.586
"SERPINF1",3.02015787565067e-58,1.04877013667623,0.714,0.066,5.97447630961216e-54,"7","SERPINF1",0.648
"INPP4A",4.10172878222617e-54,0.764074849224862,0.49,0.032,8.1140398769998e-50,"7","INPP4A",0.458
"NR3C1",1.83846644591959e-51,1.88560181018068,0.898,0.157,3.63685432331814e-47,"7","NR3C1",0.741
"POLB",1.13776448668164e-50,0.768311534545961,0.327,0.013,2.25072570755361e-46,"7","POLB",0.314
"SPON2",4.60703069276045e-49,0.70938273417413,0.347,0.016,9.11362811641872e-45,"7","SPON2",0.331
"APP",1.33765623007057e-48,1.37643012383392,0.878,0.151,2.6461515543256e-44,"7","APP",0.727
"SEPHS1",3.90981024129046e-47,0.698421616449508,0.327,0.015,7.73438661932079e-43,"7","SEPHS1",0.312
"ANKRD11",6.1545975174731e-47,1.08425616835839,0.816,0.121,1.21750248090653e-42,"7","ANKRD11",0.695
"N4BP2L11",5.20582908702553e-46,1.26211755932023,0.776,0.116,1.02981710999539e-41,"7","N4BP2L1",0.66
"SELL",1.94782316010098e-44,0.958519427070433,0.653,0.076,3.85318377531176e-40,"7","SELL",0.577
"TSEN54",7.66414831966016e-44,0.594689943723627,0.367,0.022,1.51612182059517e-39,"7","TSEN54",0.345
"DERL3",1.38469437850676e-43,0.692817899454908,0.388,0.024,2.73920241956208e-39,"7","DERL3",0.364
"TCF4",9.31778337649732e-42,1.07619176492209,0.592,0.068,1.8432439075387e-37,"7","TCF4",0.524
"ABCE1",6.90491487990099e-41,0.547214218898217,0.367,0.023,1.36593026154201e-36,"7","ABCE1",0.344
"ARHGAP5",9.16112154811991e-41,0.59968150779181,0.388,0.027,1.81225306464908e-36,"7","ARHGAP5",0.361
"PLAC81",1.17445336050809e-40,1.24966800445128,0.918,0.167,2.32330363775711e-36,"7","PLAC8",0.751
"FXYD2",1.89826121980207e-39,0.762212390633929,0.265,0.012,3.75514034501245e-35,"7","FXYD2",0.253
"CYFIP2",8.47080980278335e-39,0.503320527260383,0.327,0.019,1.6756955951866e-34,"7","CYFIP2",0.308
"TPM2",1.0509485649758e-38,0.588039921928451,0.347,0.022,2.07898645123513e-34,"7","TPM2",0.325
"RAB11FIP1",3.191295787132e-38,1.09564170920895,0.673,0.102,6.31302132610452e-34,"7","RAB11FIP1",0.571
"PPP1R14A",4.62999105007226e-38,0.866263367043895,0.469,0.043,9.15904829525294e-34,"7","PPP1R14A",0.426
"RRBP1",5.00349574677363e-38,0.953597627861731,0.694,0.105,9.89791528626759e-34,"7","RRBP1",0.589
"HVCN1",6.00756457490633e-38,0.652091688385352,0.408,0.033,1.18841642420797e-33,"7","HVCN1",0.375
"RP11-598F7.3",1.82159538370056e-37,0.799354102089304,0.306,0.018,3.60347998803644e-33,"7","RP11-598F7.3",0.288
"CD2AP",2.73592508329767e-37,0.557636862842878,0.408,0.033,5.41220699977944e-33,"7","CD2AP",0.375
"GAS6",4.59714108041121e-37,0.785907997770022,0.592,0.075,9.09406448526945e-33,"7","GAS6",0.517
"CBX6",2.3318552700456e-36,0.76672064457522,0.571,0.07,4.6128760952042e-32,"7","CBX6",0.501
"ID1",9.60111337989023e-36,1.21059226284639,0.388,0.032,1.89929224880988e-31,"7","ID1",0.356
"FCHSD2",1.89890553872008e-35,0.608332901282657,0.449,0.044,3.75641493669606e-31,"7","FCHSD2",0.405
"SEPT6",8.83604895337162e-35,0.984400212942224,0.694,0.117,1.74794720395597e-30,"7","SEPT6",0.577
"STMN1",1.09995033335483e-34,0.852605858223311,0.694,0.108,2.17592174944253e-30,"7","STMN1",0.586
"SRSF7",2.95103505671866e-34,1.21226636518572,0.959,0.236,5.83773754920085e-30,"7","SRSF7",0.723
"LTB1",2.95706574895742e-33,1.342130349728,0.592,0.083,5.84966746458756e-29,"7","LTB",0.509
"EZR1",3.90590821653629e-33,1.83819713459127,1,0.425,7.72666763395209e-29,"7","EZR",0.575
"IRF2BP2",4.64013516675945e-33,1.18760673508063,0.898,0.224,9.17911538688354e-29,"7","IRF2BP2",0.674
"GNG7",3.14775675875481e-32,0.544343943292952,0.429,0.043,6.22689242016877e-28,"7","GNG7",0.386
"OPN3",1.48629042019222e-31,1.09681628608412,0.571,0.084,2.94017970922425e-27,"7","OPN3",0.487
"DDX24",4.12591014638161e-31,1.09068177021349,0.796,0.181,8.1618754515721e-27,"7","DDX24",0.615
"TSPYL2",7.60525246190671e-31,0.72690775850752,0.408,0.042,1.50447104201438e-26,"7","TSPYL2",0.366
"CYB561A3",7.96194012871473e-31,0.943500864534168,0.571,0.086,1.57503099626235e-26,"7","CYB561A3",0.485
"LPIN1",1.4071398185081e-30,0.610118147386995,0.388,0.037,2.78360398897271e-26,"7","LPIN1",0.351
"C9orf142",6.70105067407178e-30,1.05042722038953,0.694,0.136,1.32560184434488e-25,"7","C9orf142",0.558
"ST6GALNAC4",7.45383637083194e-30,0.565248407907321,0.327,0.027,1.47451791087797e-25,"7","ST6GALNAC4",0.3
"PLP2",8.99229234930311e-30,1.40828557435775,0.939,0.34,1.77885527253914e-25,"7","PLP2",0.599
"RBM4",1.21819739824776e-29,0.62770700960578,0.408,0.044,2.40983809321372e-25,"7","RBM4",0.364
"ICOSLG",1.66362731354327e-29,0.577516668783707,0.469,0.058,3.2909875516513e-25,"7","ICOSLG",0.411
"THEMIS2",1.69112860980701e-29,1.06749049336688,0.816,0.202,3.34539061592022e-25,"7","THEMIS2",0.614
"NOP58",1.77919215127588e-29,0.721839894335234,0.571,0.086,3.51959791365395e-25,"7","NOP58",0.485
"TCOF1",2.18018210500837e-29,0.735605264939994,0.429,0.05,4.31283624012755e-25,"7","TCOF1",0.379
"ARID3A",4.85626007799614e-29,0.819761086080805,0.49,0.066,9.60665368629197e-25,"7","ARID3A",0.424
"TP53I11",1.87550419463037e-28,0.514475684593356,0.286,0.022,3.7101223978178e-24,"7","TP53I11",0.264
"IL3RA1",3.90342780999411e-28,1.13549384956386,0.837,0.215,7.72176089373036e-24,"7","IL3RA",0.622
"FAM105A",4.48101746626604e-28,0.522375317269155,0.449,0.054,8.86434875176749e-24,"7","FAM105A",0.395
"SULF2",1.16909788677449e-27,0.604247840205802,0.531,0.079,2.3127094396173e-23,"7","SULF2",0.452
"NOP56",3.01571370847094e-27,0.699142118905208,0.592,0.099,5.96568485809721e-23,"7","NOP56",0.493
"USP11",4.56149496090299e-27,0.608045384006505,0.449,0.059,9.0235493316583e-23,"7","USP11",0.39
"NRROS",6.73796172495677e-27,0.518165512888148,0.327,0.03,1.33290358843095e-22,"7","NRROS",0.297
"ALG2",3.07091759621926e-26,0.713448803217852,0.571,0.1,6.07488918884094e-22,"7","ALG2",0.471
"PLA2G161",3.41718100742749e-26,0.834756371272399,0.51,0.076,6.75986746889306e-22,"7","PLA2G16",0.434
"GRAMD4",9.34790855421148e-26,0.517791785994823,0.367,0.04,1.84920327019412e-21,"7","GRAMD4",0.327
"IRF7",1.17602842902011e-25,1.80698362626311,0.816,0.255,2.32641943828758e-21,"7","IRF7",0.561
"FYTTD11",1.27142014525347e-25,0.760753639147516,0.633,0.125,2.51512333134042e-21,"7","FYTTD1",0.508
"SPN",1.7286726435622e-25,0.624896594590812,0.429,0.057,3.41966022349474e-21,"7","SPN",0.372
"SLC1A4",1.81487859360212e-25,0.58400064834459,0.469,0.066,3.59019283386372e-21,"7","SLC1A4",0.403
"MIR142",2.14498376202633e-25,0.688546411632884,0.51,0.08,4.24320687804049e-21,"7","MIR142",0.43
"MALAT1",5.24814224321352e-25,1.44423688009439,1,0.863,1.0381874985525e-20,"7","MALAT1",0.137
"DDAH2",1.36253676765744e-24,0.956404848482741,0.755,0.19,2.69537023377994e-20,"7","DDAH2",0.565
"RNF126",1.8752409397817e-24,0.670067729492283,0.408,0.055,3.70960162707616e-20,"7","RNF126",0.353
"CXCR42",2.79261028237102e-24,1.40413137099112,1,0.461,5.52434166058635e-20,"7","CXCR4",0.539
"PARK7",4.15020709708231e-24,0.982134918505233,1,0.476,8.20993967944822e-20,"7","PARK7",0.524
"BCL2L13",5.79560863269585e-24,0.64619597449096,0.49,0.079,1.14648729971989e-19,"7","BCL2L13",0.411
"PTPRCAP1",6.06631935263252e-24,0.794178949504463,0.449,0.066,1.20003929433777e-19,"7","PTPRCAP",0.383
"SEC61B1",7.56748907986303e-24,1.33622866845153,1,0.724,1.4970006897785e-19,"7","SEC61B",0.276
"IDI1",1.69491185450984e-23,0.727038325650151,0.612,0.123,3.35287463059136e-19,"7","IDI1",0.489
"ODC1",2.24286013267343e-23,0.847289271438854,0.571,0.109,4.43682591445457e-19,"7","ODC1",0.462
"GPR1832",2.36117754500367e-23,1.46488105676342,0.98,0.576,4.67088141952625e-19,"7","GPR183",0.404
"PMEPA1",3.11741385615043e-23,0.711273734606197,0.633,0.13,6.16686809023679e-19,"7","PMEPA1",0.503
"BCL11A",6.22577453512281e-23,0.538885125898218,0.286,0.028,1.23158271853799e-18,"7","BCL11A",0.258
"MAN1A1",6.83283283902049e-23,0.641861095609479,0.408,0.056,1.35167099221503e-18,"7","MAN1A1",0.352
"ETV3",9.93056899117363e-23,0.985065222720728,0.714,0.179,1.96446515783397e-18,"7","ETV3",0.535
"DDIT4",1.07305266365863e-22,0.845040700336597,0.633,0.137,2.12271277924949e-18,"7","DDIT4",0.496
"IGJ",1.70242806584449e-22,1.32336223534245,0.857,0.304,3.36774319985357e-18,"7","IGJ",0.553
"ALOX5AP",3.11137427934318e-22,1.38270092907244,0.918,0.37,6.15492059939667e-18,"7","ALOX5AP",0.548
"ACTN4",3.54324199806928e-22,0.769612336953584,0.653,0.153,7.00924132058064e-18,"7","ACTN4",0.5
"TRABD",1.65710367024215e-21,0.69446068661821,0.714,0.185,3.27808248047301e-17,"7","TRABD",0.529
"CSF2RB",1.69095135324469e-21,0.719718686062513,0.551,0.109,3.34503996698865e-17,"7","CSF2RB",0.442
"PRMT10",2.58190256326207e-21,0.65849238398998,0.429,0.067,5.10751965064503e-17,"7","PRMT10",0.362
"MORF4L2",7.43222565475144e-21,0.770230769579035,0.714,0.195,1.47024287902293e-16,"7","MORF4L2",0.519
"HNRNPUL1",7.57919039374708e-21,0.78010649712972,0.694,0.181,1.49931544369105e-16,"7","HNRNPUL1",0.513
"FAM118A",7.87176748438876e-21,0.584694794959024,0.367,0.05,1.55719304376178e-16,"7","FAM118A",0.317
"AKAP131",8.04804167089044e-21,1.02136688205517,0.857,0.326,1.59206360333555e-16,"7","AKAP13",0.531
"GNL3",9.7760677948596e-21,0.563936522263055,0.49,0.088,1.93390173117913e-16,"7","GNL3",0.402
"CCDC69",1.00196480016756e-20,0.559517341082158,0.469,0.08,1.98208676769147e-16,"7","CCDC69",0.389
"SLC7A5",1.04506595661009e-20,1.04949465311254,0.857,0.31,2.06734947536609e-16,"7","SLC7A5",0.547
"TSPAN3",1.37235953165667e-20,0.536891445612606,0.388,0.056,2.71480162552322e-16,"7","TSPAN3",0.332
"SIVA1",3.32025314801915e-20,0.877782742571667,0.755,0.214,6.56812477741149e-16,"7","SIVA1",0.541
"SELPLG",5.1904675553937e-20,0.6580143355925,0.429,0.073,1.02677829180798e-15,"7","SELPLG",0.356
"CORO1C",5.43329069707701e-20,0.856845687363909,0.776,0.23,1.07481356569577e-15,"7","CORO1C",0.546
"HERPUD1",7.57946115714643e-20,1.35870936613016,0.857,0.34,1.49936900610671e-15,"7","HERPUD1",0.517
"GNA15",2.64981154694091e-19,0.848885199166272,0.898,0.313,5.2418572021585e-15,"7","GNA15",0.585
"RP1-3J17.3",2.70862077506992e-19,0.581278239218544,0.388,0.061,5.35819361724331e-15,"7","RP1-3J17.3",0.327
"PIM2",3.05093352379419e-19,0.610020290620539,0.469,0.088,6.03535669676966e-15,"7","PIM2",0.381
"SNHG7",3.65225085829681e-19,0.708484771650753,0.449,0.083,7.22488264788274e-15,"7","SNHG7",0.366
"DSTN",4.74932723893898e-19,0.995966216863181,0.735,0.215,9.3951191440691e-15,"7","DSTN",0.52
"SYNGR21",1.94354658739743e-18,0.837441276173547,0.857,0.31,3.8447238591896e-14,"7","SYNGR2",0.547
"RPLP0",3.03611430584764e-18,0.746350858833896,1,0.81,6.00604131982781e-14,"7","RPLP0",0.19
"TERF1",8.31764232746792e-18,0.545054533069586,0.306,0.042,1.6453960052197e-13,"7","TERF1",0.264
"HNRNPA0",8.53261055510782e-18,0.758386979456535,0.918,0.383,1.68792102001143e-13,"7","HNRNPA0",0.535
"BID",9.08764145690528e-18,1.09653572003683,0.898,0.441,1.797717233005e-13,"7","BID",0.457
"LILRB4",9.22332118348641e-18,0.734290932516062,0.878,0.317,1.82455739651728e-13,"7","LILRB4",0.561
"RGS21",9.36465046763673e-18,1.07103291507511,0.939,0.424,1.8525151555079e-13,"7","RGS2",0.515
"CCDC12",1.0780835105922e-17,0.664330059076707,0.51,0.112,2.13266480065348e-13,"7","CCDC12",0.398
"PPM1K",1.3272449562578e-17,0.675363944451499,0.408,0.074,2.62555597246918e-13,"7","PPM1K",0.334
"MESDC2",1.35767306622881e-17,0.536868574595883,0.51,0.111,2.68574885961384e-13,"7","MESDC2",0.399
"HIST1H1C",1.36428774837027e-17,0.831216871743761,0.449,0.087,2.69883402382607e-13,"7","HIST1H1C",0.362
"TTC3",2.41143760968462e-17,0.521523503416943,0.429,0.08,4.77030587947812e-13,"7","TTC3",0.349
"SPCS1",2.56738388070752e-17,0.920969684035471,0.918,0.401,5.07879879281561e-13,"7","SPCS1",0.517
"SLC20A1",3.9427709938593e-17,0.667591793646852,0.429,0.082,7.79958958005246e-13,"7","SLC20A1",0.347
"AMICA11",3.97497896624869e-17,0.541127839776368,0.633,0.156,7.86330339103317e-13,"7","AMICA1",0.477
"ARL4C2",5.93643364454716e-17,0.846172729347252,0.837,0.304,1.17434530356432e-12,"7","ARL4C",0.533
"IRF8",6.83795179824942e-17,1.22935816555283,0.592,0.168,1.3526836247297e-12,"7","IRF8",0.424
"DDB1",1.11165200097868e-16,0.551162052889395,0.408,0.076,2.19906998833602e-12,"7","DDB1",0.332
"KPNA2",1.18952921355627e-16,0.609659449838678,0.551,0.136,2.35312669025701e-12,"7","KPNA2",0.415
"PNISR",1.210364503326e-16,0.638886545007665,0.633,0.175,2.3943430604795e-12,"7","PNISR",0.458
"G3BP2",1.33161580653915e-16,0.713690111203699,0.592,0.156,2.63420238849575e-12,"7","G3BP2",0.436
"RPL3",2.15474532293199e-16,0.704431650686375,1,0.917,4.26251719782405e-12,"7","RPL3",0.083
"PAG1",3.19800609071666e-16,0.500663829747181,0.388,0.069,6.32629564865571e-12,"7","PAG1",0.319
"PEBP1",3.43044363393184e-16,0.520134630013355,0.735,0.225,6.78610359664396e-12,"7","PEBP1",0.51
"CD742",3.7433313596257e-16,0.749768142145239,1,0.942,7.40505809561156e-12,"7","CD74",0.0580000000000001
"GALNT2",3.79726582199136e-16,0.523725037899472,0.388,0.073,7.51175124906331e-12,"7","GALNT2",0.315
"NKG71",3.84044263658689e-16,0.807758671298566,0.592,0.157,7.59716362369619e-12,"7","NKG7",0.435
"MX1",6.01646370814887e-16,0.70993415797716,0.429,0.087,1.19017685074601e-11,"7","MX1",0.342
"NR4A31",6.4465099414129e-16,0.862514438078113,0.816,0.319,1.2752485966103e-11,"7","NR4A3",0.497
"SH3TC1",6.61255219234549e-16,0.510700349554101,0.327,0.053,1.30809507468978e-11,"7","SH3TC1",0.274
"HINT11",7.24226339262851e-16,0.747171872503007,1,0.609,1.43266454432977e-11,"7","HINT1",0.391
"RPSA",8.22481663926144e-16,0.725896089849505,1,0.754,1.6270332275787e-11,"7","RPSA",0.246
"IDS1",9.4355006527718e-16,0.714927558594507,0.735,0.239,1.86653073913132e-11,"7","IDS",0.496
"SRSF3",1.66763741369581e-15,0.996668539754085,0.898,0.45,3.29892033177304e-11,"7","SRSF3",0.448
"MKNK2",2.64758512630053e-15,0.586535053936469,0.449,0.097,5.23745289684771e-11,"7","MKNK2",0.352
"NUCB2",3.14882904974221e-15,0.510797055758805,0.429,0.09,6.22901362620004e-11,"7","NUCB2",0.339
"MIR24-2",3.29616312227823e-15,0.791071645842114,0.551,0.15,6.52046988849079e-11,"7","MIR24-2",0.401
"JOSD1",3.31663102270492e-15,0.786863404648685,0.694,0.223,6.56095948911487e-11,"7","JOSD1",0.471
"PHB",3.60752337077789e-15,0.596297290164978,0.531,0.135,7.13640273207281e-11,"7","PHB",0.396
"H2AFX",5.59135528929139e-15,0.537122537457764,0.367,0.069,1.10608190332762e-10,"7","H2AFX",0.298
"SRSF6",7.23270090400527e-15,0.634279449008219,0.551,0.151,1.43077289283032e-10,"7","SRSF6",0.4
"ZC3HAV1",7.96099772493161e-15,0.63987637201677,0.49,0.123,1.57484456994597e-10,"7","ZC3HAV1",0.367
"RPS23",1.98069031321516e-14,0.551615715908982,1,0.952,3.91820157760224e-10,"7","RPS23",0.048
"PNN",1.99452326507873e-14,0.500454525724093,0.408,0.086,3.94556592297873e-10,"7","PNN",0.322
"PRRC2C",2.05937370593801e-14,0.587023324024643,0.735,0.24,4.07385306508657e-10,"7","PRRC2C",0.495
"BCL2L11",2.15990468348596e-14,0.615280442275839,0.449,0.106,4.27272344487192e-10,"7","BCL2L11",0.343
"ILF2",2.3938457898815e-14,0.5461617663181,0.673,0.215,4.73550574154357e-10,"7","ILF2",0.458
"RBM39",2.63493167920975e-14,0.672462416904665,0.878,0.395,5.21242184781273e-10,"7","RBM39",0.483
"POLR2A",3.16453041218002e-14,0.623637747011898,0.531,0.148,6.26007406137452e-10,"7","POLR2A",0.383
"FKBP2",3.25325782893112e-14,0.790523736352588,0.796,0.326,6.43559463719154e-10,"7","FKBP2",0.47
"ELF2",4.36250094803533e-14,0.509633202603057,0.388,0.081,8.62989937540349e-10,"7","ELF2",0.307
"DDX21",5.25041114729846e-14,0.608983969190873,0.755,0.279,1.03863633315858e-09,"7","DDX21",0.476
"YPEL5",5.25071000567094e-14,0.761909454748774,0.898,0.418,1.03869545332182e-09,"7","YPEL5",0.48
"UNC93B1",5.39114496856663e-14,0.519641821413119,0.347,0.066,1.06647629768185e-09,"7","UNC93B1",0.281
"STK42",6.94793977497024e-14,0.778500052971968,0.653,0.212,1.37444144628461e-09,"7","STK4",0.441
"NDUFS5",7.29033740618999e-14,0.814334106180808,0.918,0.496,1.4421745456925e-09,"7","NDUFS5",0.422
"RP11-138A9.1",7.71997590681692e-14,0.674859991741972,0.51,0.138,1.52716563388652e-09,"7","RP11-138A9.1",0.372
"CD47",7.73007321017637e-14,0.658145471560525,0.837,0.334,1.52916308243709e-09,"7","CD47",0.503
"RANBP2",7.76239399139939e-14,0.646282507673998,0.51,0.137,1.53555677937863e-09,"7","RANBP2",0.373
"PTMA",8.2593303893507e-14,0.522870860798722,1,0.955,1.63386073762136e-09,"7","PTMA",0.045
"FMNL1",8.45005368674048e-14,0.658272959308846,0.653,0.214,1.671589620311e-09,"7","FMNL1",0.439
"RPS5",9.69236279973646e-14,0.589862588420501,1,0.87,1.91734320904387e-09,"7","RPS5",0.13
"RGS12",1.08172840934383e-13,0.804324821101813,0.939,0.468,2.13987513936396e-09,"7","RGS1",0.471
"TAX1BP3",2.4199201360713e-13,0.532217354237195,0.469,0.116,4.78708601317624e-09,"7","TAX1BP3",0.353
