"","p_val","avg_logFC","pct.1","pct.2","p_val_adj","cluster","gene","pct.diff"
"IL6",2.44552124485096e-21,1.40233811715187,0.368,0.15,4.83773012656417e-17,"3","IL6",0.218
"S100A81",6.58268645019601e-21,0.543881187685847,0.821,0.514,1.30218703357778e-16,"3","S100A8",0.307
"DNAAF1",1.33714368866997e-19,0.686108975873717,0.27,0.09,2.64513764492693e-15,"3","DNAAF1",0.18
"PLIN21",7.69392662862203e-19,0.516293146935954,0.639,0.391,1.52201256567401e-14,"3","PLIN2",0.248
"FNIP2",5.85079686107161e-18,0.51157263624205,0.421,0.206,1.15740463505719e-13,"3","FNIP2",0.215
"IL3RA",8.00742268913998e-18,0.541083860776904,0.411,0.199,1.58402835636567e-13,"3","IL3RA",0.212
"CARD16",1.0179937048425e-17,0.557200019252974,0.625,0.399,2.01379514691944e-13,"3","CARD16",0.226
"MARCO",3.17670863964019e-17,0.600143162152682,0.253,0.089,6.28416503093622e-13,"3","MARCO",0.164
"SLC2A31",8.53846370401735e-17,0.503376564996882,0.695,0.476,1.68907888992871e-12,"3","SLC2A3",0.219
"NUMB",2.73297193384116e-16,0.540447593965163,0.414,0.218,5.40636507952458e-12,"3","NUMB",0.196
"DUSP4",4.06621653740343e-16,0.505656314449476,0.579,0.362,8.04378955429147e-12,"3","DUSP4",0.217
"FNDC3B",1.32441070133879e-15,0.522745124262785,0.481,0.275,2.61994924938839e-11,"3","FNDC3B",0.206
"UPP11",2.07054753742827e-15,0.514911180932824,0.611,0.399,4.09595713854061e-11,"3","UPP1",0.212
"CD48",4.98353040927334e-15,0.572738393543001,0.596,0.429,9.85841985562452e-11,"3","CD48",0.167
"FCGR2B",1.57999476594574e-14,0.582705114709394,0.34,0.159,3.12554564599387e-10,"3","FCGR2B",0.181
"MMP91",3.45767547832067e-11,0.504419841711559,0.453,0.273,6.83997363121395e-07,"3","MMP9",0.18
"TWISTNB",2.18023923955617e-07,0.605255779982315,0.4,0.275,0.00431294926369001,"3","TWISTNB",0.125
"CCL19",4.35655377167372e-242,3.0314279607179,0.75,0.013,8.61813467112495e-238,"4","CCL19",0.737
"FSCN1",7.729211997891e-202,2.66684660968924,0.833,0.042,1.5289927174228e-197,"4","FSCN1",0.791
"LAMP3",1.44016582215014e-196,1.7455732357167,0.788,0.033,2.8489360293774e-192,"4","LAMP3",0.755
"CCL22",1.49271942047735e-181,3.04185152447054,0.773,0.041,2.95289755758829e-177,"4","CCL22",0.732
"LAD1",2.50268122757556e-140,1.10922023486429,0.47,0.01,4.95080400438998e-136,"4","LAD1",0.46
"TBC1D4",3.62959148714491e-138,1.26265392075246,0.568,0.024,7.18005787987007e-134,"4","TBC1D4",0.544
"CD200",4.58717205755636e-128,0.792935074514551,0.379,0.004,9.074343764258e-124,"4","CD200",0.375
"RAMP1",7.28397746211134e-123,1.66294796274331,0.576,0.034,1.44091642155487e-118,"4","RAMP1",0.542
"NCCRP1",6.07904859559805e-118,1.08075475676055,0.326,0.002,1.20255739318121e-113,"4","NCCRP1",0.324
"GRSF1",4.38734882791943e-110,1.471907539587,0.674,0.067,8.67905345139022e-106,"4","GRSF1",0.607
"HMSD",6.90799656481566e-110,0.682556897115332,0.333,0.004,1.36653988045183e-105,"4","HMSD",0.329
"CCR7",2.28154980349739e-107,2.24641876365863,0.735,0.094,4.51336182127854e-103,"4","CCR7",0.641
"NUB1",4.95641752203688e-101,1.3285200484693,0.591,0.052,9.80478514209336e-97,"4","NUB1",0.539
"TVP23A",5.04329823613266e-99,0.850400961574477,0.364,0.01,9.97665257071762e-95,"4","TVP23A",0.354
"IDO1",4.23241987539672e-97,2.20433427829062,0.727,0.1,8.37257299750979e-93,"4","IDO1",0.627
"EBI3",4.30676049588705e-96,2.05799768672889,0.659,0.079,8.51963361296376e-92,"4","EBI3",0.58
"CCL17",1.78651854265867e-94,2.02249085136014,0.386,0.015,3.53409098108739e-90,"4","CCL17",0.371
"LY75",1.57462368072876e-90,0.774104884577177,0.432,0.024,3.11492056521764e-86,"4","LY75",0.408
"POGLUT1",5.60249419175239e-88,0.80426179359573,0.417,0.023,1.10828540101246e-83,"4","POGLUT1",0.394
"DAPP1",2.77183378985935e-85,1.01239940775159,0.515,0.045,5.48324160309976e-81,"4","DAPP1",0.47
"ANXA6",6.27164127817257e-81,1.61622013304897,0.689,0.113,1.2406560776481e-76,"4","ANXA6",0.576
"CLIC2",3.71927233859857e-80,1.08833906403335,0.591,0.07,7.35746454021568e-76,"4","CLIC2",0.521
"FAM60A",9.87829852498965e-80,0.987302907467496,0.508,0.048,1.95412501421345e-75,"4","FAM60A",0.46
"CD70",2.54481886050605e-76,0.684737065924138,0.356,0.019,5.03416066985307e-72,"4","CD70",0.337
"SOCS2",4.5108794939947e-71,0.5959007997816,0.326,0.016,8.92342181502032e-67,"4","SOCS2",0.31
"BIRC3",5.24259925821264e-68,2.14248236486639,0.758,0.208,1.03709098525962e-63,"4","BIRC3",0.55
"LSP1",1.01599663952343e-65,1.74245193912423,0.917,0.367,2.00984455230525e-61,"4","LSP1",0.55
"TRAFD1",2.49033275477056e-65,0.708186941274434,0.28,0.012,4.92637625548712e-61,"4","TRAFD1",0.268
"RAB9A",1.4332747439191e-64,1.40025015576252,0.742,0.183,2.83530409842075e-60,"4","RAB9A",0.559
"EEF1A1",1.81687053654029e-62,1.21428574840779,1,0.988,3.59413329538401e-58,"4","EEF1A1",0.012
"LYST",1.56855428143068e-59,0.894714995573742,0.568,0.092,3.10291407952617e-55,"4","LYST",0.476
"MGLL",4.68240689203522e-59,0.855570676343219,0.447,0.053,9.26273731382408e-55,"4","MGLL",0.394
"TMSB10",2.18446539873816e-58,1.14371210764587,1,0.992,4.32130945178383e-54,"4","TMSB10",0.00800000000000001
"GPR157",8.79019814641652e-58,0.978254211757432,0.485,0.068,1.73887699732412e-53,"4","GPR157",0.417
"TXN",1.31522446827047e-57,2.14511201768144,0.962,0.776,2.60177704313264e-53,"4","TXN",0.186
"TRIP10",1.41673208063185e-53,0.655534139871982,0.409,0.048,2.80257940190592e-49,"4","TRIP10",0.361
"IL32",7.03509308413539e-53,1.26597424527312,0.636,0.136,1.39168211390366e-48,"4","IL32",0.5
"GADD45A",7.52040243422592e-52,1.07048182435755,0.508,0.085,1.48768600953857e-47,"4","GADD45A",0.423
"CERS6",8.21665951805139e-52,0.658886640109505,0.432,0.056,1.62541958586093e-47,"4","CERS6",0.376
"KDM2B",8.8331635579074e-52,0.549442516051449,0.364,0.038,1.74737641502524e-47,"4","KDM2B",0.326
"PLEKHA5",6.52744501423936e-50,0.815124824533414,0.288,0.023,1.29125917271683e-45,"4","PLEKHA5",0.265
"IL15",6.27363101468193e-48,0.610888084472156,0.288,0.024,1.24104968732438e-43,"4","IL15",0.264
"CST7",1.4557584534933e-47,1.31034722527165,0.659,0.165,2.87978137270045e-43,"4","CST7",0.494
"RPL10",4.20223750499425e-46,0.656342075354469,1,0.991,8.31286623237962e-42,"4","RPL10",0.00900000000000001
"PLA2G16",6.56472755995777e-46,1.11200361512903,0.417,0.063,1.29863440591085e-41,"4","PLA2G16",0.354
"ACTG1",7.80568588312068e-46,1.10049734644333,0.97,0.883,1.54412078139893e-41,"4","ACTG1",0.087
"KIF2A",1.97642733155511e-45,0.554807962694791,0.28,0.024,3.90976854728231e-41,"4","KIF2A",0.256
"PPA1",1.11162204063859e-44,1.36836736867685,0.818,0.33,2.19901072079125e-40,"4","PPA1",0.488
"NMRK1",9.17442164786912e-43,0.866573882799719,0.311,0.033,1.81488409038147e-38,"4","NMRK1",0.278
"TSPAN13",2.87204211806206e-42,0.543037066567601,0.326,0.037,5.68147371795037e-38,"4","TSPAN13",0.289
"ALDH2",4.2159134697423e-42,1.20778669951996,0.75,0.283,8.33992002584421e-38,"4","ALDH2",0.467
"PFN1",3.09701399703119e-41,0.726943123299531,1,0.945,6.12651308892709e-37,"4","PFN1",0.055
"CCDC50",5.01259448366252e-41,0.868498893987254,0.47,0.091,9.91591440758119e-37,"4","CCDC50",0.379
"SYNGR2",6.71467136428222e-41,1.13068167198223,0.75,0.291,1.32829628928231e-36,"4","SYNGR2",0.459
"RPS27L",1.89544402599986e-40,1.36944924633649,0.886,0.49,3.74956737223292e-36,"4","RPS27L",0.396
"ACTB",6.98213115023602e-39,1.02921111562619,1,0.997,1.38120518413969e-34,"4","ACTB",0.003
"SIAH2",7.64767864807137e-39,0.743800179453252,0.424,0.074,1.51286379016148e-34,"4","SIAH2",0.35
"CYB5A",2.30422129653579e-38,0.699178177379645,0.5,0.104,4.55821056880709e-34,"4","CYB5A",0.396
"RPL14",8.57335988396568e-37,0.814321992302899,0.977,0.873,1.69598205224609e-32,"4","RPL14",0.104
"CRIP1",1.48671708518825e-36,1.39603542071312,0.856,0.442,2.9410237379194e-32,"4","CRIP1",0.414
"RPS27A",6.18559272530907e-36,0.596441564276941,1,0.973,1.22363395292064e-31,"4","RPS27A",0.027
"RASSF4",4.35752645212133e-35,0.691206238163126,0.462,0.099,8.62005882758642e-31,"4","RASSF4",0.363
"TUBB",2.80029630599444e-34,1.09924756055676,0.758,0.33,5.53954615251821e-30,"4","TUBB",0.428
"ERICH1",4.10078229178728e-34,0.749177118755066,0.386,0.07,8.1121675296136e-30,"4","ERICH1",0.316
"TUBA1A",7.46266258123716e-34,1.20702127839372,0.682,0.246,1.47626391182033e-29,"4","TUBA1A",0.436
"FNBP1",1.59872608064147e-33,1.00976165672012,0.621,0.221,3.16259993272496e-29,"4","FNBP1",0.4
"HINT1",9.13076238047567e-33,0.972322465044375,0.886,0.598,1.8062474141057e-28,"4","HINT1",0.288
"MYL6",3.08374086195737e-32,0.702159416956258,0.97,0.938,6.10025617312407e-28,"4","MYL6",0.032
"RHOF",8.78784791332432e-32,0.802467490387945,0.477,0.114,1.73841207421382e-27,"4","RHOF",0.363
"CYTIP",1.3801929985062e-31,1.03008984868099,0.644,0.246,2.73029778964497e-27,"4","CYTIP",0.398
"MARCKSL1",6.66086751384725e-31,1.1954241324054,0.864,0.483,1.31765281158926e-26,"4","MARCKSL1",0.381
"TRADD",1.16772922066518e-30,0.586248530268288,0.386,0.077,2.31000194431987e-26,"4","TRADD",0.309
"GSTP11",1.27231587332767e-30,1.02257979976596,0.917,0.704,2.5168952606168e-26,"4","GSTP1",0.213
"GPX4",1.69365391180478e-30,0.893808240172704,0.894,0.746,3.35038616833221e-26,"4","GPX4",0.148
"FYTTD1",4.37205136940823e-30,0.698565375443537,0.462,0.113,8.64879201896335e-26,"4","FYTTD1",0.349
"COMMD1",8.78382745661175e-30,0.762573883790404,0.485,0.121,1.73761674746694e-25,"4","COMMD1",0.364
"TMSB4X1",2.25370555635385e-29,0.615371574156208,0.992,0.999,4.45828033157918e-25,"4","TMSB4X",-0.00700000000000001
"RPS7",2.66642351877714e-29,0.612325874010428,0.97,0.91,5.27471900484494e-25,"4","RPS7",0.0599999999999999
"FOXP1",1.27146212089286e-28,0.559463646310679,0.409,0.092,2.51520636755026e-24,"4","FOXP1",0.317
"SEC61B",2.14656171118436e-28,0.966398074321511,0.856,0.722,4.24632837706491e-24,"4","SEC61B",0.134
"ANXA7",2.4371793004394e-28,0.913091526509859,0.606,0.212,4.82122809212922e-24,"4","ANXA7",0.394
"RPL15",3.09216816564943e-28,0.556801981321878,1,0.951,6.1169270652877e-24,"4","RPL15",0.049
"RPL7A",3.91458204256579e-28,0.648824387865508,0.977,0.859,7.74382619660365e-24,"4","RPL7A",0.118
"CD40",4.57776527193213e-28,0.765424234625855,0.5,0.14,9.05573526093614e-24,"4","CD40",0.36
"CSF2RA",5.18017386329424e-28,0.950329821732904,0.591,0.226,1.02474199363687e-23,"4","CSF2RA",0.365
"EPS15",8.12254776295668e-28,0.588413634069196,0.326,0.06,1.60680239846809e-23,"4","EPS15",0.266
"GSN",3.3014760213038e-27,0.916941770230923,0.78,0.375,6.53097986534317e-23,"4","GSN",0.405
"NAP1L1",3.48466722991744e-27,0.873033040665711,0.856,0.579,6.89336871422267e-23,"4","NAP1L1",0.277
"ZFAS1",2.40253758284476e-26,0.983568022494604,0.848,0.583,4.7526998463835e-22,"4","ZFAS1",0.265
"RPL5",2.86482351565688e-26,0.680600536296958,0.932,0.754,5.66719387867243e-22,"4","RPL5",0.178
"HLA-DPB11",1.34502802364171e-25,0.702769203388048,0.992,0.845,2.66073443636803e-21,"4","HLA-DPB1",0.147
"YWHAQ",2.69099081967096e-25,0.918711324429814,0.674,0.311,5.32331803947309e-21,"4","YWHAQ",0.363
"STK4",3.58827351120815e-25,0.806743827751616,0.545,0.198,7.09832265987196e-21,"4","STK4",0.347
"RELB",1.30256032708073e-24,0.914677140991416,0.621,0.263,2.5767248390311e-20,"4","RELB",0.358
"RPL35A",1.48302402912308e-24,0.64534797202565,0.985,0.943,2.93371813441128e-20,"4","RPL35A",0.042
"GRAMD1A",2.40994902470712e-24,0.615489029450088,0.424,0.114,4.76736116067562e-20,"4","GRAMD1A",0.31
"TMEM176A",1.21858542005735e-23,0.886338739312243,0.538,0.188,2.41060567795746e-19,"4","TMEM176A",0.35
"TSTD1",2.48343230187433e-23,0.608761234949299,0.326,0.07,4.9127257795678e-19,"4","TSTD1",0.256
"N4BP2L1",4.63572083069207e-23,0.520245756071093,0.417,0.112,9.17038294727505e-19,"4","N4BP2L1",0.305
"RFTN1",6.23894736007829e-23,0.52615753612831,0.371,0.093,1.23418856677069e-18,"4","RFTN1",0.278
"EIF3E",8.96246333996219e-23,0.730165448854442,0.826,0.451,1.77295449791132e-18,"4","EIF3E",0.375
"WDR33",1.91128877548037e-22,0.519975052070003,0.394,0.103,3.78091145565526e-18,"4","WDR33",0.291
"DUSP5",2.75925732450478e-22,0.573894483331389,0.485,0.154,5.45836283933536e-18,"4","DUSP5",0.331
"GNB2L1",4.4569225879315e-22,0.60346570700666,0.947,0.835,8.81668426344609e-18,"4","GNB2L1",0.112
"HMGN3",1.05517715853218e-21,0.78471593425169,0.583,0.239,2.08735145500835e-17,"4","HMGN3",0.344
"ID2",1.06996895266938e-21,1.17689691288591,0.742,0.547,2.11661258217058e-17,"4","ID2",0.195
"RPL18",1.11833179133415e-21,0.518076215068141,0.955,0.894,2.21228394961722e-17,"4","RPL18",0.0609999999999999
"MYO1G",1.40888351578323e-21,0.666955834285803,0.553,0.214,2.78705337092239e-17,"4","MYO1G",0.339
"OSTF1",1.85397308007768e-21,0.675300975240964,0.659,0.312,3.66752954700966e-17,"4","OSTF1",0.347
"EEF2",2.14932465805227e-21,0.786246453462218,0.833,0.609,4.25179403855899e-17,"4","EEF2",0.224
"CFL1",3.97355207658896e-21,0.553728961425292,0.939,0.912,7.86048071790829e-17,"4","CFL1",0.0269999999999999
"TRAF1",4.34027450763394e-21,0.629334358665729,0.492,0.163,8.58593103100145e-17,"4","TRAF1",0.329
"TBCB",9.7353905398698e-21,0.562205844483355,0.576,0.225,1.92585495659704e-16,"4","TBCB",0.351
"PFDN4",9.00575514984745e-20,0.536881730268594,0.424,0.128,1.78151848374282e-15,"4","PFDN4",0.296
"NPM1",9.72249558658481e-20,0.55255359740475,0.864,0.683,1.92330407693821e-15,"4","NPM1",0.181
"IL2RA",1.86477706559485e-19,0.631401881750872,0.295,0.07,3.68890199115973e-15,"4","IL2RA",0.225
"IL4I1",2.39246387045469e-19,0.58894878170089,0.515,0.187,4.73277202853347e-15,"4","IL4I1",0.328
"ISCU",1.020500817838e-18,0.687276847343243,0.598,0.258,2.01875471784713e-14,"4","ISCU",0.34
"PPDPF",1.97828398752242e-18,0.763915640512802,0.72,0.419,3.91344138411685e-14,"4","PPDPF",0.301
"CELF2",2.86784932621912e-18,0.632984545305051,0.402,0.128,5.67317953712665e-14,"4","CELF2",0.274
"GABARAPL2",3.35437249856704e-18,0.796911750661935,0.75,0.457,6.63561967666531e-14,"4","GABARAPL2",0.293
"CLPTM1",4.55795516420274e-18,0.54052384685414,0.326,0.088,9.01654690582586e-14,"4","CLPTM1",0.238
"EIF3D",8.91895933675569e-18,0.630658754198209,0.553,0.23,1.76434853599701e-13,"4","EIF3D",0.323
"CIRBP",1.26230530401484e-17,0.634441480436502,0.803,0.573,2.49709235240215e-13,"4","CIRBP",0.23
"EDF1",1.30942139065421e-17,0.604880267360522,0.811,0.591,2.59029739499216e-13,"4","EDF1",0.22
"PMAIP1",4.07089775858158e-17,0.538750091323918,0.545,0.215,8.05304994602608e-13,"4","PMAIP1",0.33
"SLC25A6",4.3471169682671e-17,0.600076310056637,0.864,0.724,8.59946678662599e-13,"4","SLC25A6",0.14
"PDCL3",5.17811612933222e-17,0.795912877584079,0.47,0.19,1.0243349327045e-12,"4","PDCL3",0.28
"MAP3K13",6.89640485965358e-17,0.554327271174942,0.394,0.132,1.36424680933667e-12,"4","MAP3K13",0.262
"HIST1H2BK",8.19252281174883e-17,0.664396974996035,0.432,0.16,1.62064486262015e-12,"4","HIST1H2BK",0.272
"SPAG7",1.63922675432931e-16,0.511280681354763,0.447,0.16,3.24271836541424e-12,"4","SPAG7",0.287
"CD86",2.60722501676106e-16,0.831305032309561,0.697,0.457,5.15761252815674e-12,"4","CD86",0.24
"GDI2",2.6423054093749e-16,0.732424255034712,0.712,0.407,5.22700856082542e-12,"4","GDI2",0.305
"ARPP19",7.20049517515868e-16,0.555404287070218,0.477,0.183,1.42440195554989e-11,"4","ARPP19",0.294
"HNRNPA1",8.85654294984367e-16,0.519792860694543,0.902,0.762,1.75200132633807e-11,"4","HNRNPA1",0.14
"RPL41",9.2840540376204e-16,0.505003116678941,0.894,0.758,1.83657156972207e-11,"4","RPL4",0.136
"EIF3F",4.22695155101099e-15,0.559579045569877,0.712,0.421,8.36175555820995e-11,"4","EIF3F",0.291
"MARCKS",4.29767544158184e-15,0.688093862263373,0.72,0.426,8.5016615585372e-11,"4","MARCKS",0.294
"FAM49A",2.30090648318771e-14,0.585830638487626,0.614,0.327,4.55165320504192e-10,"4","FAM49A",0.287
"GLTSCR2",2.33211066081713e-14,0.6836861223605,0.674,0.433,4.61338130922845e-10,"4","GLTSCR2",0.241
"HLA-DQA11",2.94953363349539e-14,0.506180878047593,0.848,0.597,5.83476743378058e-10,"4","HLA-DQA1",0.251
"IAH1",3.32598060787271e-14,0.56387367707457,0.394,0.146,6.5794548384938e-10,"4","IAH1",0.248
"RAN",9.54536312733817e-14,0.560189262847238,0.742,0.511,1.88826373385004e-09,"4","RAN",0.231
"SRI",9.64566591380942e-14,0.680221819343072,0.47,0.195,1.90810563106978e-09,"4","SRI",0.275
"H2AFZ",1.26448185258227e-13,0.720870301920518,0.765,0.609,2.50139800077825e-09,"4","H2AFZ",0.156
"COX7A2L",1.94320806107809e-13,0.585286625548594,0.614,0.316,3.84405418642467e-09,"4","COX7A2L",0.298
"SUMO2",2.58661992795534e-13,0.515590148582765,0.826,0.647,5.11685154148125e-09,"4","SUMO2",0.179
"VDAC2",2.61561409539481e-13,0.54145453999688,0.659,0.375,5.17420780351002e-09,"4","VDAC2",0.284
"EIF3L",3.42514807379133e-13,0.531339218390642,0.697,0.393,6.775627919574e-09,"4","EIF3L",0.304
"MTHFD2",7.29208471543344e-13,0.622127368245744,0.561,0.278,1.44252019840704e-08,"4","MTHFD2",0.283
"UBXN1",9.45973542090597e-13,0.526787909013381,0.629,0.349,1.87132486096362e-08,"4","UBXN1",0.28
"EPSTI1",1.17727873863602e-12,0.891303141508467,0.439,0.195,2.32889280076977e-08,"4","EPSTI1",0.244
"TUBA1C",1.31240470483678e-12,0.82341718004632,0.553,0.289,2.59619898710812e-08,"4","TUBA1C",0.264
"OST4",1.70304469050399e-12,0.511289961845876,0.871,0.73,3.36896300675499e-08,"4","OST4",0.141
"SAMSN1",2.07598405340428e-12,0.761461139934613,0.705,0.518,4.10671165444436e-08,"4","SAMSN1",0.187
"C14orf166",4.01749753755847e-12,0.516069237878784,0.576,0.283,7.94741362879817e-08,"4","C14orf166",0.293
"ZFP36L1",5.23128331359166e-12,0.568426038827983,0.583,0.334,1.0348524650947e-07,"4","ZFP36L1",0.249
"PSME1",5.81473213549029e-12,0.612816946785201,0.78,0.587,1.15027031104269e-07,"4","PSME1",0.193
"CNN2",6.45980443887996e-12,0.502676196703758,0.432,0.184,1.27787851409923e-07,"4","CNN2",0.248
"TUBB6",8.5423291928628e-12,0.600752451914932,0.371,0.153,1.68984356093212e-07,"4","TUBB6",0.218
"RAP1B",1.05514817236964e-11,0.646604656036314,0.712,0.511,2.08729411458162e-07,"4","RAP1B",0.201
"PTPN1",1.89917462228353e-11,0.521460578893996,0.553,0.304,3.75694723780128e-07,"4","PTPN1",0.249
"PLGRKT",3.1383455396674e-11,0.508950314086934,0.402,0.168,6.20827514657005e-07,"4","PLGRKT",0.234
"PDCD5",3.35029663984631e-11,0.540390631899975,0.348,0.14,6.62755681294397e-07,"4","PDCD5",0.208
"CFLAR",1.03115703142247e-09,0.59103181977136,0.697,0.517,2.03983483955993e-05,"4","CFLAR",0.18
"HMGN1",1.3827032600453e-09,0.518441195433642,0.682,0.446,2.7352635890216e-05,"4","HMGN1",0.236
"REL",1.85302398271085e-09,0.528667049636107,0.606,0.417,3.6656520425986e-05,"4","REL",0.189
"DNAJB6",3.34938865304605e-07,0.532989861069973,0.636,0.447,0.00662576063345569,"4","DNAJB6",0.189
"CD3D",8.36664877774449e-149,1.67272509706401,0.717,0.041,1.65509046121341e-144,"5","CD3D",0.676
"CD2",6.2268860105313e-122,1.24030278598731,0.602,0.034,1.2318025906033e-117,"5","CD2",0.568
"CD3E",2.36720245409477e-109,0.915471324006788,0.487,0.021,4.68279989469027e-105,"5","CD3E",0.466
"KLRB1",4.09115195944233e-103,1.43095730692406,0.434,0.017,8.09311680616882e-99,"5","KLRB1",0.417
"PTPRCAP",1.15350135788457e-100,0.98715897552926,0.593,0.042,2.28185638616725e-96,"5","PTPRCAP",0.551
"CD7",4.96380829676406e-89,1.53222536902347,0.549,0.046,9.81940557265867e-85,"5","CD7",0.503
"GZMA",1.4295048985588e-87,1.55617763362287,0.319,0.008,2.82784659032902e-83,"5","GZMA",0.311
"IL321",9.7150468151201e-79,1.4540361479727,0.805,0.131,1.92183056096706e-74,"5","IL32",0.674
"TIGIT",3.12339498340254e-74,0.706213696005819,0.283,0.008,6.1786999561669e-70,"5","TIGIT",0.275
"SPOCK2",1.15524568950236e-71,0.763992723973255,0.425,0.031,2.28530702297356e-67,"5","SPOCK2",0.394
"ITM2A",1.60828181846871e-71,0.797099629452669,0.345,0.017,3.18150309329479e-67,"5","ITM2A",0.328
"FYN",1.74187038055159e-61,0.86229503107462,0.522,0.065,3.44576798680715e-57,"5","FYN",0.457
"CCL5",5.87297941449831e-58,1.44046119346383,0.549,0.078,1.16179278777605e-53,"5","CCL5",0.471
"ETS1",8.12147338117246e-52,0.570447177697385,0.327,0.026,1.60658986426354e-47,"5","ETS1",0.301
"LTB",4.03767948627869e-41,0.795027597166313,0.46,0.073,7.98733755975651e-37,"5","LTB",0.387
"PBXIP1",3.32942446145736e-38,0.559432906761969,0.327,0.04,6.58626746965495e-34,"5","PBXIP1",0.287
"SLC38A1",6.6269442749993e-38,0.64398261585474,0.292,0.03,1.31094211648036e-33,"5","SLC38A1",0.262
"BATF",7.97690922735906e-37,0.805053245617828,0.336,0.045,1.57799218335617e-32,"5","BATF",0.291
"LEPROTL1",3.24730681208178e-31,0.773511870099894,0.566,0.154,6.42382233566017e-27,"5","LEPROTL1",0.412
"IFITM1",1.23423809289624e-29,0.621077130994795,0.398,0.075,2.44156979536734e-25,"5","IFITM1",0.323
"TSC22D3",6.2190489208721e-28,0.913868221989469,0.885,0.443,1.23025225752692e-23,"5","TSC22D3",0.442
"RHOH",4.18134536848562e-27,0.594581749571152,0.451,0.103,8.27153740793825e-23,"5","RHOH",0.348
"PDCD4",4.86503696993969e-26,0.520722338759978,0.46,0.113,9.6240161339347e-22,"5","PDCD4",0.347
"TNFRSF18",1.85053619067085e-24,0.663162302344576,0.363,0.076,3.66073069238507e-20,"5","TNFRSF18",0.287
"ZFP36L2",7.93379602314292e-23,0.765372413983463,0.549,0.182,1.56946352929813e-18,"5","ZFP36L2",0.367
"GNLY",9.25439777068927e-23,2.05414880067259,0.336,0.074,1.83070496699775e-18,"5","GNLY",0.262
"CD69",6.39573898234905e-21,0.90620601118663,0.451,0.133,1.26520508548829e-16,"5","CD69",0.318
"GNG2",1.30619733128362e-20,0.525337661982211,0.469,0.139,2.58391956074525e-16,"5","GNG2",0.33
"CD52",4.92901928292662e-20,0.75154086213494,0.735,0.34,9.75058594548545e-16,"5","CD52",0.395
"TNFRSF4",3.09446069173138e-19,0.652314074864653,0.301,0.067,6.12146214038302e-15,"5","TNFRSF4",0.234
"IDS",2.53282842899916e-17,0.561934186683214,0.593,0.23,5.01044119824614e-13,"5","IDS",0.363
"TMEM66",1.15205206940742e-16,0.662636424555223,0.894,0.556,2.27898940370176e-12,"5","TMEM66",0.338
"IL7R",1.57603225851753e-16,0.511979711196465,0.637,0.253,3.11770701379937e-12,"5","IL7R",0.384
"NKG7",5.62284288244736e-16,1.00956883060815,0.434,0.152,1.11231077900574e-11,"5","NKG7",0.282
"CXCR4",1.2788139232085e-14,0.682282286889725,0.796,0.455,2.52974970289105e-10,"5","CXCR4",0.341
"TNFAIP3",1.12197769662826e-13,0.552293070366863,0.814,0.465,2.21949627947003e-09,"5","TNFAIP3",0.349
"FAM177A1",1.67280138166143e-13,0.540656351334379,0.611,0.295,3.30913569320264e-09,"5","FAM177A1",0.316
"KMT2E",4.1748626643705e-10,0.524758031879825,0.46,0.218,8.25871332265773e-06,"5","KMT2E",0.242
"CD1C",5.24692914009817e-64,0.889592522774499,0.382,0.026,1.03794752249422e-59,"6","CD1C",0.356
"FCER1A",5.73757013649043e-50,1.5037496724415,0.3,0.021,1.13500612440054e-45,"6","FCER1A",0.279
"CLEC10A",3.77290398048183e-47,0.989259676012364,0.573,0.098,7.46355865418915e-43,"6","CLEC10A",0.475
"CST71",2.39678918241503e-46,1.1776452816084,0.736,0.167,4.7413283606534e-42,"6","CST7",0.569
"AMICA1",3.18882415625084e-44,0.616657606611955,0.673,0.137,6.30813194589542e-40,"6","AMICA1",0.536
"PKIB",3.46999319410685e-43,0.579317579050882,0.436,0.059,6.86434053658217e-39,"6","PKIB",0.377
"HLA-DPB12",9.575940421112e-39,1.08665029048657,1,0.846,1.89431253410438e-34,"6","HLA-DPB1",0.154
"HLA-DPA11",3.40593137439344e-38,1.07408918799728,1,0.826,6.73761344482511e-34,"6","HLA-DPA1",0.174
"HLA-DRA",1.64782721919628e-37,0.912551225751719,1,0.972,3.25973180501408e-33,"6","HLA-DRA",0.028
"HLA-DQB11",6.78344994087529e-36,1.02372883211665,1,0.713,1.34190206730395e-31,"6","HLA-DQB1",0.287
"HLA-DRB11",1.13728573979915e-35,0.962839375127498,1,0.885,2.24977865047067e-31,"6","HLA-DRB1",0.115
"CD741",3.98859152829704e-35,0.891801104516682,1,0.94,7.89023176127721e-31,"6","CD74",0.0600000000000001
"HLA-DQA12",2.64446268663291e-34,1.14368207973804,0.991,0.591,5.23127608669723e-30,"6","HLA-DQA1",0.4
"CSF2RA1",5.73507496680485e-32,0.630991464791622,0.736,0.222,1.13451252993334e-27,"6","CSF2RA",0.514
"AGPAT9",1.86628094162722e-30,0.611736697962901,0.418,0.079,3.69187695872696e-26,"6","AGPAT9",0.339
"GPR1831",1.75274139547149e-29,0.974906304313224,0.964,0.563,3.4672730285217e-25,"6","GPR183",0.401
"PPA11",2.17006238875704e-29,0.759389677252924,0.873,0.332,4.29281741743917e-25,"6","PPA1",0.541
"SNHG15",2.18702075731803e-29,0.505183941252383,0.582,0.148,4.32636446212653e-25,"6","SNHG15",0.434
