"","p_val","avg_logFC","pct.1","pct.2","p_val_adj","cluster","gene","pct.diff"
"BCL2A11",3.42584256016539e-47,0.906999405910763,0.887,0.581,6.77700175251917e-43,"Macrophage C1","BCL2A1",0.306
"SLC11A11",3.6560117953313e-46,0.55132781723041,0.609,0.226,7.23232253352439e-42,"Macrophage C1","SLC11A1",0.383
"PLAUR1",3.88262538718616e-46,0.618823093593464,0.96,0.623,7.68060954093166e-42,"Macrophage C1","PLAUR",0.337
"NLRP3",8.31449276944466e-46,0.712715399841257,0.4,0.108,1.64477295965154e-41,"Macrophage C1","NLRP3",0.292
"LINC00936",3.69597355615926e-45,0.711393628414537,0.582,0.248,7.31137488879425e-41,"Macrophage C1","LINC00936",0.334
"SERPINA11",9.17323082569074e-45,0.536177025300282,0.893,0.511,1.81464852193814e-40,"Macrophage C1","SERPINA1",0.382
"CD441",3.64824930139638e-44,0.507123008442423,0.941,0.633,7.21696676802232e-40,"Macrophage C1","CD44",0.308
"ANPEP",7.40746596105218e-44,0.641140796923792,0.552,0.221,1.46534491641534e-39,"Macrophage C1","ANPEP",0.331
"CREM1",1.09567911329255e-42,0.554619908903397,0.91,0.633,2.16747242191533e-38,"Macrophage C1","CREM",0.277
"IL1B1",2.92483190205519e-42,0.714730314742018,0.874,0.525,5.78590246864558e-38,"Macrophage C1","IL1B",0.349
"MAP3K8",1.80947266415169e-41,0.693939537801196,0.636,0.314,3.57949882422487e-37,"Macrophage C1","MAP3K8",0.322
"SRSF5",1.62906491244394e-40,0.562997356770417,0.755,0.421,3.22261620979661e-36,"Macrophage C1","SRSF5",0.334
"FPR2",5.57250155128888e-40,0.572074957927406,0.324,0.075,1.10235225687597e-35,"Macrophage C1","FPR2",0.249
"EHD1",5.8379067503507e-40,0.594640509653624,0.579,0.258,1.15485471335437e-35,"Macrophage C1","EHD1",0.321
"CXCL21",8.98514510789509e-40,0.61235602193468,0.902,0.561,1.77744140524381e-35,"Macrophage C1","CXCL2",0.341
"APLP2",4.63572996641709e-39,0.545772677711299,0.68,0.365,9.17040101956629e-35,"Macrophage C1","APLP2",0.315
"SLC7A5",6.13766277629664e-39,0.559980702897779,0.517,0.211,1.214152450407e-34,"Macrophage C1","SLC7A5",0.306
"SLC43A2",7.04173611258809e-39,0.527275919050488,0.567,0.249,1.39299623779218e-34,"Macrophage C1","SLC43A2",0.318
"MARCKSL11",1.07617941200803e-38,0.517134480571989,0.732,0.397,2.12889811283428e-34,"Macrophage C1","MARCKSL1",0.335
"CLEC7A",1.5837330734419e-38,0.556562558787131,0.669,0.326,3.13294076588278e-34,"Macrophage C1","CLEC7A",0.343
"LINC00152",2.36795955188136e-38,0.628575223101912,0.59,0.265,4.68429758553171e-34,"Macrophage C1","LINC00152",0.325
"WARS",3.32480107497141e-38,0.723182558888396,0.49,0.193,6.57712148650845e-34,"Macrophage C1","WARS",0.297
"ITGAX",7.66035319334659e-38,0.54157813007427,0.479,0.183,1.51537106870782e-33,"Macrophage C1","ITGAX",0.296
"UPP1",9.9017420396697e-38,0.50967084339624,0.686,0.337,1.95876261028746e-33,"Macrophage C1","UPP1",0.349
"YBX3",1.0672092569964e-37,0.611344455486904,0.644,0.329,2.11115335219028e-33,"Macrophage C1","YBX3",0.315
"SELK",2.19655200988074e-37,0.593045922172629,0.799,0.492,4.34521918594608e-33,"Macrophage C1","SELK",0.307
"ISG20",6.0934436064147e-37,0.780298245829334,0.596,0.282,1.20540501422096e-32,"Macrophage C1","ISG20",0.314
"C5AR1",6.87113889571669e-37,0.584191086924313,0.626,0.298,1.35924869635068e-32,"Macrophage C1","C5AR1",0.328
"DUSP6",9.67818046605458e-37,0.601332151129195,0.439,0.152,1.91453765979492e-32,"Macrophage C1","DUSP6",0.287
"GK1",8.66414536187638e-36,0.540041502740686,0.669,0.36,1.71394123548639e-31,"Macrophage C1","GK",0.309
"GABARAPL1",5.73921253700801e-35,0.557119922828528,0.5,0.216,1.13533102407092e-30,"Macrophage C1","GABARAPL1",0.284
"LCP2",6.31211754691996e-34,0.551008747476288,0.492,0.198,1.24866309313171e-29,"Macrophage C1","LCP2",0.294
"CCL2",9.22688514799376e-34,1.37806142244879,0.372,0.121,1.82526241997613e-29,"Macrophage C1","CCL2",0.251
"RP11-290F20.31",1.01310178582277e-33,0.574388561127803,0.531,0.227,2.0041179527146e-29,"Macrophage C1","RP11-290F20.3",0.304
"ATP13A31",1.33615950474214e-33,0.504751941580848,0.63,0.316,2.6431907322809e-29,"Macrophage C1","ATP13A3",0.314
"CHMP1B",3.03926087559997e-32,0.534389379326692,0.785,0.493,6.01226586411185e-28,"Macrophage C1","CHMP1B",0.292
"RP11-1143G9.4",5.92776126243118e-31,0.524023311199451,0.615,0.294,1.17262973293414e-26,"Macrophage C1","RP11-1143G9.4",0.321
"TNFRSF1A",1.2939558475092e-30,0.555320064208897,0.45,0.2,2.55970345754271e-26,"Macrophage C1","TNFRSF1A",0.25
"TGFBI",6.87932888020069e-30,0.583419466445218,0.686,0.4,1.3608688390813e-25,"Macrophage C1","TGFBI",0.286
"EMP1",1.02660624929985e-29,0.547937741773721,0.408,0.154,2.03083248236497e-25,"Macrophage C1","EMP1",0.254
"TMEM107",2.80635293632775e-27,0.654396796727805,0.358,0.137,5.55152737864355e-23,"Macrophage C1","TMEM107",0.221
"RGS2",3.52406257673364e-26,0.527115742217227,0.617,0.335,6.9713005892945e-22,"Macrophage C1","RGS2",0.282
"OSM",4.13864304708976e-25,0.522779441689155,0.251,0.071,8.18706367575296e-21,"Macrophage C1","OSM",0.18
"THBD",1.34941894223768e-24,0.611032048891207,0.36,0.146,2.66942055153459e-20,"Macrophage C1","THBD",0.214
"CCL201",3.72863843287191e-20,0.540013750462309,0.567,0.323,7.37599254790721e-16,"Macrophage C1","CCL20",0.244
"ISG15",1.46701145467676e-17,0.798465209166465,0.611,0.383,2.90204205964157e-13,"Macrophage C1","ISG15",0.228
"IFITM2",1.70814275249377e-16,0.524452364628437,0.481,0.281,3.37904799298318e-12,"Macrophage C1","IFITM2",0.2
"C1QA",1.75179221072222e-71,0.960472777349382,0.777,0.233,3.46539535125069e-67,"Macrophage C3","C1QA",0.544
"CTSD",8.17192081932674e-69,1.11012954580167,0.914,0.516,1.61656937647922e-64,"Macrophage C3","CTSD",0.398
"A2M",4.64975529189955e-66,1.00381439943689,0.433,0.063,9.19814591843569e-62,"Macrophage C3","A2M",0.37
"C1QC",1.34084301022033e-65,0.578251530667103,0.739,0.196,2.65245564281786e-61,"Macrophage C3","C1QC",0.543
"C1QB",3.54497305338679e-65,0.829847057915294,0.732,0.214,7.01266569420974e-61,"Macrophage C3","C1QB",0.518
"GPNMB",2.04460120444715e-64,0.837889638518181,0.622,0.153,4.04463010263735e-60,"Macrophage C3","GPNMB",0.469
"APOE",3.7082319092717e-64,1.02715997478106,0.663,0.183,7.33562436292127e-60,"Macrophage C3","APOE",0.48
"CTSZ",1.95299458996963e-63,1.07017150810049,0.763,0.305,3.86341389787793e-59,"Macrophage C3","CTSZ",0.458
"SLCO2B1",2.6568751388014e-61,0.621812312760216,0.323,0.031,5.25583039957692e-57,"Macrophage C3","SLCO2B1",0.292
"STAB1",3.89521077679839e-58,0.77835621042148,0.43,0.077,7.70550595866258e-54,"Macrophage C3","STAB1",0.353
"LGMN",1.09692655603636e-56,0.906360666332376,0.794,0.337,2.16994011315112e-52,"Macrophage C3","LGMN",0.457
"MSR1",1.4239204434322e-56,0.774696387285035,0.375,0.055,2.81679942119757e-52,"Macrophage C3","MSR1",0.32
"FTL",1.34530440571386e-54,0.657385207313411,1,0.991,2.66128117538315e-50,"Macrophage C3","FTL",0.00900000000000001
"TREM2",2.02075448913435e-52,0.709519855013258,0.368,0.057,3.99745653040558e-48,"Macrophage C3","TREM2",0.311
"CTSB",9.3495435789131e-52,0.856733628734485,0.959,0.711,1.84952671078059e-47,"Macrophage C3","CTSB",0.248
"RGS11",2.80398202816066e-50,1.10842339609238,0.801,0.373,5.54683724810742e-46,"Macrophage C3","RGS1",0.428
"RNASE1",2.42748036851252e-49,1.33549555526829,0.326,0.049,4.80204166499148e-45,"Macrophage C3","RNASE1",0.277
"APOC1",2.57010387846688e-49,1.19295995123321,0.612,0.196,5.08417949238317e-45,"Macrophage C3","APOC1",0.416
"SGK1",1.64357724167489e-48,0.950236238653133,0.79,0.386,3.25132449948126e-44,"Macrophage C3","SGK1",0.404
"MS4A7",1.57454071520463e-47,0.810417230201136,0.739,0.307,3.11475644281779e-43,"Macrophage C3","MS4A7",0.432
"LHFPL2",5.74475977573235e-47,0.613290146326765,0.357,0.062,1.13642837883537e-42,"Macrophage C3","LHFPL2",0.295
"TIMP2",3.57758212738972e-46,0.701200427514721,0.485,0.129,7.07717296440234e-42,"Macrophage C3","TIMP2",0.356
"CD81",6.00232955593184e-45,0.745192853547644,0.54,0.165,1.18738083275444e-40,"Macrophage C3","CD81",0.375
"LIPA",1.13028767822297e-44,0.530260458510244,0.509,0.139,2.23593508506069e-40,"Macrophage C3","LIPA",0.37
"ARL4C1",2.01674461939967e-44,0.853887813086694,0.619,0.226,3.98952420609643e-40,"Macrophage C3","ARL4C",0.393
"CD9",8.37527476416681e-44,0.815566912338933,0.66,0.25,1.65679685384748e-39,"Macrophage C3","CD9",0.41
"GPR1831",2.17905559147512e-43,0.845942971025781,0.88,0.502,4.31060777105609e-39,"Macrophage C3","GPR183",0.378
"NPC2",1.03567971131767e-42,0.608300510671666,0.959,0.819,2.04878160492861e-38,"Macrophage C3","NPC2",0.14
"FCGR3A",2.41459397229678e-42,0.683032400588347,0.591,0.203,4.77654979599749e-38,"Macrophage C3","FCGR3A",0.388
"C1orf54",1.00916751983591e-41,0.552318211237595,0.467,0.12,1.99633518773939e-37,"Macrophage C3","C1orf54",0.347
"ABL2",7.37995643459358e-41,0.768332145636415,0.553,0.19,1.4599029818913e-36,"Macrophage C3","ABL2",0.363
"FOSB",1.61101772344788e-40,1.01935152827437,0.794,0.419,3.18691526052459e-36,"Macrophage C3","FOSB",0.375
"RNF130",2.03168524299284e-40,0.551178018502785,0.78,0.373,4.01907974768843e-36,"Macrophage C3","RNF130",0.407
"MPEG1",2.04236864233125e-40,0.661493146164047,0.474,0.137,4.04021364825967e-36,"Macrophage C3","MPEG1",0.337
"KLF6",2.52655867344228e-40,0.733954963608358,0.921,0.608,4.99803836780351e-36,"Macrophage C3","KLF6",0.313
"ARHGAP18",6.63920987655483e-40,0.528525729204027,0.337,0.068,1.31336849778008e-35,"Macrophage C3","ARHGAP18",0.269
"PSAP",3.05169552521436e-39,0.595463083461774,0.962,0.76,6.03686408797904e-35,"Macrophage C3","PSAP",0.202
"ACP5",5.68816199410846e-39,0.74560694655161,0.612,0.245,1.12523220567454e-34,"Macrophage C3","ACP5",0.367
"ZFP361",1.04344383075536e-37,0.839301819202866,0.849,0.479,2.06414058600025e-33,"Macrophage C3","ZFP36",0.37
"MS4A6A",2.22097280001183e-37,0.662641728308516,0.735,0.339,4.3935283929834e-33,"Macrophage C3","MS4A6A",0.396
"ITM2B",2.22187934106788e-37,0.55183002849385,0.945,0.745,4.39532171250047e-33,"Macrophage C3","ITM2B",0.2
"CTSC",5.82917513598883e-37,0.52506504869723,0.787,0.414,1.15312742540131e-32,"Macrophage C3","CTSC",0.373
"JUND",8.41003433004799e-37,0.865534318363708,0.818,0.487,1.66367299117009e-32,"Macrophage C3","JUND",0.331
"FPR3",4.35746362675792e-36,0.568587243368876,0.43,0.12,8.61993454645252e-32,"Macrophage C3","FPR3",0.31
"TFRC",3.93105246012061e-34,0.704806501344701,0.526,0.2,7.7764079766106e-30,"Macrophage C3","TFRC",0.326
"FGL2",6.44474890843294e-34,0.588872070332721,0.55,0.201,1.2749002290662e-29,"Macrophage C3","FGL2",0.349
"NR4A2",7.37070322956351e-33,1.09903808109088,0.55,0.23,1.45807251287225e-28,"Macrophage C3","NR4A2",0.32
"HLA-DMB",1.42733910555676e-32,0.552095404798192,0.701,0.34,2.82356221861238e-28,"Macrophage C3","HLA-DMB",0.361
"LMNA1",6.37454028985963e-32,0.629401328813796,0.759,0.389,1.26101156014003e-27,"Macrophage C3","LMNA",0.37
"CD4",6.52154461114471e-32,0.513723062238445,0.436,0.142,1.29009195497665e-27,"Macrophage C3","CD4",0.294
"LAMP1",3.84977561091123e-31,0.561842930571841,0.629,0.288,7.61562611350459e-27,"Macrophage C3","LAMP1",0.341
"CD163",1.70899804168214e-30,0.521760547788125,0.454,0.149,3.38073992605561e-26,"Macrophage C3","CD163",0.305
"EGR1",1.2311708896403e-28,1.03069111022783,0.285,0.07,2.43550225388644e-24,"Macrophage C3","EGR1",0.215
"CCL41",1.39520290644542e-28,0.520729451209204,0.742,0.409,2.75999038953032e-24,"Macrophage C3","CCL4",0.333
"CYBB",1.5252382397966e-28,0.576532887018508,0.608,0.275,3.01722628596564e-24,"Macrophage C3","CYBB",0.333
"JUNB1",1.45594612750594e-27,1.06134624907207,0.704,0.416,2.88015262943226e-23,"Macrophage C3","JUNB",0.288
"RHOB",2.53738205717393e-26,0.513512837247813,0.289,0.074,5.01944918550146e-22,"Macrophage C3","RHOB",0.215
"DUSP1",3.90480682426391e-26,0.636598960630057,0.921,0.647,7.72448885975887e-22,"Macrophage C3","DUSP1",0.274
"CD83",4.25409990642374e-26,0.652183343039219,0.78,0.464,8.41546043488744e-22,"Macrophage C3","CD83",0.316
"TSC22D1",3.53379120797272e-25,0.632737284599076,0.371,0.123,6.99054576761164e-21,"Macrophage C3","TSC22D1",0.248
"MMP9",1.64323328817574e-24,0.792436270195241,0.546,0.251,3.25064409066925e-20,"Macrophage C3","MMP9",0.295
"JUN",2.54476281698311e-23,1.1044960512992,0.54,0.27,5.03404980455598e-19,"Macrophage C3","JUN",0.27
"KLF41",1.37140744754559e-22,0.685797775991892,0.622,0.34,2.71291821273468e-18,"Macrophage C3","KLF4",0.282
"ZNF331",1.93231167583543e-22,0.576998139098659,0.299,0.092,3.82249895713766e-18,"Macrophage C3","ZNF331",0.207
"PLIN2",1.14606376637348e-21,0.551684314201639,0.68,0.382,2.26714334264001e-17,"Macrophage C3","PLIN2",0.298
"IER3",2.25692139455954e-21,0.531177801209024,0.9,0.6,4.46464190271768e-17,"Macrophage C3","IER3",0.3
"DNAJB1",7.72787891261726e-21,0.700591911071181,0.375,0.15,1.52872900649395e-16,"Macrophage C3","DNAJB1",0.225
"CKS2",1.45949789782865e-20,0.53266814691858,0.392,0.157,2.88717874148464e-16,"Macrophage C3","CKS2",0.235
"MAFF",2.93252992040583e-20,0.579643736030056,0.481,0.243,5.80113068854682e-16,"Macrophage C3","MAFF",0.238
"DUSP2",2.03573109027077e-19,0.771102753920048,0.388,0.167,4.02708324277363e-15,"Macrophage C3","DUSP2",0.221
"ICAM1",2.61142383153114e-19,0.535802534257718,0.674,0.414,5.16591862353491e-15,"Macrophage C3","ICAM1",0.26
"ZFP36L2",4.2956896781045e-19,0.519265284375914,0.354,0.138,8.49773332122633e-15,"Macrophage C3","ZFP36L2",0.216
"ATF3",4.66432623181304e-18,0.713806870801745,0.385,0.169,9.22697015177256e-14,"Macrophage C3","ATF3",0.216
"IER5",4.96945494979703e-18,0.515166274408702,0.385,0.167,9.83057578168848e-14,"Macrophage C3","IER5",0.218
"TNFAIP3",3.84825791485807e-17,0.509984741427415,0.667,0.434,7.61262380717224e-13,"Macrophage C3","TNFAIP3",0.233
"IFI6",4.48106815012378e-17,0.754599052310987,0.598,0.37,8.86444901457485e-13,"Macrophage C3","IFI6",0.228
"IER2",5.03834530647911e-17,0.604520712388338,0.426,0.206,9.96685468527697e-13,"Macrophage C3","IER2",0.22
"NR4A1",4.05311759579642e-16,0.647673749302885,0.323,0.143,8.01787722800448e-12,"Macrophage C3","NR4A1",0.18
"GADD45B1",6.14439795304155e-16,0.588703009003557,0.595,0.364,1.21548480307068e-11,"Macrophage C3","GADD45B",0.231
"LY6E",1.47004713899569e-15,0.503456600585568,0.509,0.279,2.90804725036127e-11,"Macrophage C3","LY6E",0.23
"VMO1",1.79975664951322e-15,0.844836583434126,0.378,0.177,3.56027860406706e-11,"Macrophage C3","VMO1",0.201
"FOS",3.67214140541686e-15,1.08251143458285,0.729,0.523,7.26423012819562e-11,"Macrophage C3","FOS",0.206
"HSPA1A1",1.23222521791458e-14,0.715283039873268,0.392,0.192,2.43758792607863e-10,"Macrophage C3","HSPA1A",0.2
"HERPUD1",8.49533904916368e-14,0.504270362688271,0.509,0.29,1.68054797070556e-09,"Macrophage C3","HERPUD1",0.219
"NFKBIZ",5.3465052838687e-12,0.503626990973837,0.405,0.234,1.05764567525491e-07,"Macrophage C3","NFKBIZ",0.171
"RGS21",6.9949089734984e-12,0.627114972453514,0.57,0.382,1.38373289313745e-07,"Macrophage C3","RGS2",0.188
"TMSB4X1",6.615609069008e-61,0.59136822938257,1,0.998,1.30869978603116e-56,"Macrophage C2","TMSB4X",0.002
"C1QC1",4.08368738286138e-54,1.8424597723479,0.557,0.208,8.07835038077638e-50,"Macrophage C2","C1QC",0.349
"C1QA1",5.68565043585108e-53,1.50449684965255,0.61,0.239,1.12473536922006e-48,"Macrophage C2","C1QA",0.371
"C1QB1",1.38102314986721e-52,1.65002397121108,0.579,0.218,2.73193999506732e-48,"Macrophage C2","C1QB",0.361
"SEPP1",4.5978966964104e-38,1.96751940930918,0.322,0.081,9.09555924483906e-34,"Macrophage C2","SEPP1",0.241
"ARHGDIB",6.00644202871477e-31,1.1516947832888,0.652,0.567,1.18819436212036e-26,"Macrophage C2","ARHGDIB",0.0850000000000001
"AIF1",2.74386592274057e-27,0.88675803338807,0.776,0.786,5.4279155683654e-23,"Macrophage C2","AIF1",-0.01
"HLA-DPB12",1.73737250497803e-24,0.589940128096721,0.854,0.85,3.43687028934755e-20,"Macrophage C2","HLA-DPB1",0.004
"GPX1",2.57379180017358e-24,0.647218375778321,0.821,0.883,5.09147493910337e-20,"Macrophage C2","GPX1",-0.0620000000000001
"APOE1",3.99568095331469e-23,1.46812423567667,0.431,0.215,7.90425606184712e-19,"Macrophage C2","APOE",0.216
"VAMP8",1.46113911194857e-22,1.05420836741125,0.582,0.509,2.89042539125665e-18,"Macrophage C2","VAMP8",0.073
"CD741",3.6427229861553e-22,0.766578520824117,0.912,0.948,7.20603461121242e-18,"Macrophage C2","CD74",-0.0359999999999999
"HLA-DPA11",2.1722208538528e-18,0.696966487635426,0.811,0.838,4.29708729309162e-14,"Macrophage C2","HLA-DPA1",-0.0269999999999999
"CST31",9.512677654275e-16,0.829693896027163,0.806,0.827,1.88179789356868e-11,"Macrophage C2","CST3",-0.0209999999999999
"RPL31",3.0392785524909e-15,0.584411809433186,0.824,0.939,6.0123008325375e-11,"Macrophage C2","RPL31",-0.115
"HLA-DQA11",2.05929542190112e-14,0.670056130640391,0.673,0.592,4.0736982036048e-10,"Macrophage C2","HLA-DQA1",0.0810000000000001
"APOC11",1.94254141637588e-11,1.06004604365416,0.368,0.237,3.84273542987476e-07,"Macrophage C2","APOC1",0.131
"AKR1B1",4.64525435461253e-11,0.964174818680923,0.287,0.174,9.1892421642945e-07,"Macrophage C2","AKR1B1",0.113
"GSTP11",3.31015648499115e-09,0.518883392670898,0.637,0.736,6.5481515586095e-05,"Macrophage C2","GSTP1",-0.099
"HLA-DQB11",5.67274437219704e-09,0.671952009819005,0.662,0.743,0.000112218229170802,"Macrophage C2","HLA-DQB1",-0.081
"MS4A6A1",2.21332922277265e-08,0.831209387122768,0.448,0.394,0.000437840786848885,"Macrophage C2","MS4A6A",0.054
"COX7C",2.93777493811025e-08,0.586007611818792,0.642,0.826,0.00058115063825697,"Macrophage C2","COX7C",-0.184
"CTSD1",1.13412071485879e-07,0.827495826008453,0.567,0.59,0.00224351759813366,"Macrophage C2","CTSD",-0.023
"RPL41",4.67711145936945e-07,0.610067033065528,0.655,0.781,0.00925226188892464,"Macrophage C2","RPL4",-0.126
